,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
56963,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-05-07,-27.0,-10.0,15.0,-57.0,-47.0,15.0
56964,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-05-08,-27.0,-4.0,25.0,-45.0,-17.0,4.0
56965,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-05-09,-23.0,-5.0,30.0,-42.0,-15.0,3.0
56966,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-05-10,-26.0,-14.0,16.0,-61.0,-51.0,16.0
56967,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-05-11,-27.0,-9.0,23.0,-61.0,-51.0,17.0
56968,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-05-12,-27.0,-11.0,16.0,-60.0,-52.0,17.0
56969,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-05-13,-26.0,-11.0,26.0,-58.0,-52.0,17.0
56970,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-05-14,-29.0,-12.0,4.0,-57.0,-48.0,16.0
56971,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-05-15,-30.0,-13.0,14.0,-47.0,-22.0,6.0
56972,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-05-16,-26.0,-15.0,29.0,-41.0,-16.0,5.0
56973,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-05-17,-28.0,-13.0,3.0,-59.0,-50.0,17.0
56974,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-05-18,-25.0,-7.0,28.0,-58.0,-49.0,17.0
56975,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-05-19,-26.0,-11.0,15.0,-60.0,-50.0,17.0
56976,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-05-20,-25.0,-10.0,25.0,-57.0,-51.0,17.0
56977,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-05-21,-28.0,-10.0,14.0,-56.0,-46.0,15.0
56978,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-05-22,-28.0,-12.0,30.0,-47.0,-17.0,4.0
56979,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-05-23,-25.0,-13.0,38.0,-41.0,-16.0,4.0
56980,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-05-24,-26.0,-12.0,15.0,-58.0,-50.0,16.0
56981,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-05-25,-25.0,-8.0,26.0,-59.0,-49.0,16.0
56982,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-05-26,-24.0,-10.0,22.0,-59.0,-50.0,16.0
56983,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-05-27,-22.0,-9.0,28.0,-56.0,-50.0,15.0
56984,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-05-28,-23.0,-6.0,19.0,-55.0,-47.0,14.0
56985,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-05-29,-30.0,-13.0,7.0,-46.0,-20.0,4.0
56986,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-05-30,-25.0,-14.0,39.0,-41.0,-18.0,1.0
56987,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-05-31,-22.0,-9.0,53.0,-67.0,-79.0,18.0
56988,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-06-01,-24.0,-5.0,23.0,-56.0,-50.0,16.0
56989,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-06-02,-24.0,-9.0,19.0,-57.0,-50.0,16.0
56990,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-06-03,-23.0,-7.0,32.0,-56.0,-50.0,16.0
56991,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-06-04,-26.0,-9.0,18.0,-55.0,-45.0,14.0
56992,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-06-05,-29.0,-11.0,32.0,-46.0,-15.0,4.0
56993,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-06-06,-24.0,-12.0,41.0,-39.0,-14.0,3.0
56994,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-06-07,-24.0,-10.0,14.0,-58.0,-50.0,16.0
56995,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-06-08,-22.0,-5.0,25.0,-58.0,-49.0,16.0
56996,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-06-09,-22.0,-9.0,23.0,-57.0,-50.0,16.0
56997,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-06-10,-21.0,-8.0,31.0,-55.0,-51.0,15.0
56998,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-06-11,-24.0,-9.0,23.0,-53.0,-47.0,14.0
56999,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-06-12,-28.0,-12.0,28.0,-44.0,-16.0,3.0
57000,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-06-13,-23.0,-13.0,41.0,-38.0,-15.0,3.0
57001,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-06-14,-22.0,-9.0,22.0,-57.0,-50.0,15.0
57002,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-06-15,-19.0,-5.0,36.0,-55.0,-50.0,15.0
57003,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-06-16,-21.0,-9.0,26.0,-55.0,-50.0,15.0
57004,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-06-17,-21.0,-6.0,28.0,-55.0,-52.0,15.0
57005,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-06-18,-24.0,-6.0,15.0,-54.0,-48.0,13.0
57006,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-06-19,-27.0,-9.0,32.0,-40.0,-16.0,2.0
57007,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-06-20,-23.0,-11.0,28.0,-38.0,-16.0,1.0
57008,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-06-21,-24.0,-13.0,19.0,-57.0,-51.0,15.0
57009,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-06-22,-22.0,-7.0,30.0,-57.0,-50.0,15.0
57010,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-06-23,-24.0,-12.0,24.0,-57.0,-51.0,15.0
57011,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-06-24,-22.0,-11.0,31.0,-55.0,-51.0,15.0
57012,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-06-25,-26.0,-13.0,15.0,-54.0,-47.0,13.0
57013,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-06-26,-28.0,-14.0,24.0,-43.0,-15.0,3.0
57014,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-06-27,-25.0,-17.0,29.0,-38.0,-14.0,2.0
57015,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-06-28,-23.0,-13.0,17.0,-58.0,-51.0,10.0
57016,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-06-29,-24.0,-12.0,26.0,-58.0,-51.0,14.0
57017,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-06-30,-22.0,-12.0,17.0,-57.0,-50.0,15.0
57018,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-07-01,-19.0,-7.0,30.0,-54.0,-51.0,14.0
57019,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-07-02,-21.0,-6.0,15.0,-52.0,-49.0,13.0
57020,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-07-03,-29.0,-10.0,11.0,-45.0,-20.0,3.0
57021,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-07-04,-36.0,-16.0,32.0,-41.0,-25.0,1.0
57022,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-07-05,-19.0,-13.0,32.0,-66.0,-77.0,17.0
57023,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-07-06,-22.0,-7.0,22.0,-56.0,-51.0,15.0
57024,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-07-07,-24.0,-11.0,17.0,-57.0,-51.0,14.0
57025,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-07-08,-22.0,-9.0,30.0,-55.0,-51.0,14.0
57026,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-07-09,-25.0,-11.0,13.0,-55.0,-46.0,13.0
57027,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-07-10,-28.0,-12.0,24.0,-45.0,-16.0,3.0
57028,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-07-11,-24.0,-14.0,31.0,-39.0,-14.0,3.0
57029,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-07-12,-23.0,-12.0,13.0,-56.0,-50.0,15.0
57030,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-07-13,-22.0,-8.0,24.0,-55.0,-49.0,15.0
57031,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-07-14,-22.0,-10.0,20.0,-56.0,-50.0,14.0
57032,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-07-15,-21.0,-10.0,27.0,-54.0,-50.0,14.0
57033,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-07-16,-23.0,-10.0,21.0,-53.0,-46.0,13.0
57034,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-07-17,-26.0,-11.0,27.0,-43.0,-15.0,3.0
57035,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-07-18,-22.0,-11.0,36.0,-37.0,-14.0,2.0
57036,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-07-19,-21.0,-9.0,16.0,-55.0,-50.0,14.0
57037,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-07-20,-21.0,-6.0,31.0,-55.0,-50.0,14.0
57038,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-07-21,-21.0,-10.0,24.0,-56.0,-50.0,14.0
57039,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-07-22,-21.0,-9.0,32.0,-54.0,-50.0,14.0
57040,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-07-23,-25.0,-11.0,18.0,-53.0,-46.0,13.0
57041,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-07-24,-28.0,-13.0,22.0,-45.0,-15.0,3.0
57042,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-07-25,-23.0,-14.0,32.0,-39.0,-15.0,2.0
57043,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-07-26,-23.0,-11.0,15.0,-57.0,-50.0,15.0
57044,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-07-27,-22.0,-8.0,25.0,-55.0,-49.0,15.0
57045,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-07-28,-22.0,-11.0,21.0,-55.0,-50.0,14.0
57046,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-07-29,-22.0,-11.0,30.0,-55.0,-50.0,14.0
57047,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-07-30,-24.0,-11.0,16.0,-54.0,-46.0,13.0
57048,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-07-31,-28.0,-13.0,19.0,-44.0,-16.0,3.0
57049,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-08-01,-22.0,-13.0,29.0,-39.0,-15.0,3.0
57050,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-08-02,-22.0,-9.0,18.0,-57.0,-50.0,14.0
57051,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-08-03,-20.0,-5.0,27.0,-56.0,-50.0,14.0
57052,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-08-04,-21.0,-10.0,19.0,-57.0,-50.0,14.0
57053,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-08-05,-21.0,-9.0,27.0,-56.0,-51.0,14.0
57054,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-08-06,-24.0,-11.0,11.0,-54.0,-47.0,13.0
57055,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-08-07,-26.0,-12.0,16.0,-45.0,-17.0,4.0
57056,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-08-08,-21.0,-11.0,30.0,-39.0,-15.0,3.0
57057,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-08-09,-21.0,-8.0,17.0,-57.0,-50.0,14.0
57058,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-08-10,-20.0,-4.0,27.0,-56.0,-49.0,14.0
57059,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-08-11,-21.0,-8.0,24.0,-57.0,-50.0,14.0
57060,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-08-12,-22.0,-9.0,28.0,-54.0,-50.0,14.0
57061,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-08-13,-23.0,-10.0,16.0,-53.0,-46.0,12.0
57062,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-08-14,-26.0,-11.0,21.0,-45.0,-17.0,4.0
57063,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-08-15,-21.0,-11.0,29.0,-40.0,-16.0,3.0
57064,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-08-16,-20.0,-8.0,17.0,-55.0,-50.0,13.0
57065,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-08-17,-20.0,-5.0,29.0,-55.0,-49.0,14.0
57066,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-08-18,-22.0,-10.0,15.0,-55.0,-48.0,14.0
57067,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-08-19,-21.0,-9.0,25.0,-53.0,-49.0,14.0
57068,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-08-20,-22.0,-11.0,10.0,-50.0,-45.0,12.0
57069,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-08-21,-23.0,-12.0,16.0,-40.0,-16.0,4.0
57070,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-08-22,-19.0,-12.0,32.0,-35.0,-15.0,3.0
57071,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-08-23,-22.0,-10.0,16.0,-55.0,-48.0,13.0
57072,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-08-24,-21.0,-7.0,27.0,-55.0,-48.0,14.0
57073,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-08-25,-22.0,-9.0,23.0,-55.0,-47.0,14.0
57074,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-08-26,-20.0,-8.0,33.0,-52.0,-48.0,14.0
57075,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-08-27,-22.0,-9.0,13.0,-50.0,-43.0,12.0
57076,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-08-28,-23.0,-10.0,14.0,-42.0,-16.0,5.0
57077,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-08-29,-19.0,-10.0,33.0,-36.0,-15.0,4.0
57078,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-08-30,-22.0,-8.0,14.0,-56.0,-46.0,14.0
57079,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-08-31,-21.0,-5.0,30.0,-54.0,-46.0,14.0
57080,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-09-01,-21.0,-7.0,20.0,-54.0,-46.0,14.0
57081,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-09-02,-20.0,-9.0,21.0,-52.0,-46.0,14.0
57082,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-09-03,-21.0,-5.0,15.0,-51.0,-43.0,12.0
57083,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-09-04,-25.0,-11.0,14.0,-43.0,-19.0,4.0
57084,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-09-05,-20.0,-12.0,28.0,-39.0,-18.0,2.0
57085,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-09-06,-18.0,-8.0,44.0,-66.0,-80.0,20.0
57086,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-09-07,-22.0,-4.0,20.0,-52.0,-45.0,13.0
57087,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-09-08,-22.0,-7.0,19.0,-54.0,-44.0,13.0
57088,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-09-09,-22.0,-8.0,22.0,-52.0,-44.0,14.0
57089,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-09-10,-24.0,-10.0,14.0,-51.0,-39.0,12.0
57090,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-09-11,-25.0,-11.0,26.0,-42.0,-15.0,4.0
57091,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-09-12,-22.0,-11.0,31.0,-35.0,-14.0,4.0
57092,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-09-13,-23.0,-9.0,15.0,-54.0,-44.0,13.0
57093,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-09-14,-21.0,-5.0,28.0,-55.0,-43.0,13.0
57094,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-09-15,-21.0,-9.0,17.0,-54.0,-44.0,13.0
57095,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-09-16,-21.0,-10.0,27.0,-52.0,-45.0,13.0
57096,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-09-17,-22.0,-10.0,15.0,-49.0,-40.0,12.0
57097,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-09-18,-23.0,-13.0,28.0,-35.0,-17.0,4.0
57098,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-09-19,-21.0,-13.0,35.0,-31.0,-16.0,3.0
57099,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-09-20,-22.0,-10.0,18.0,-53.0,-43.0,13.0
57100,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-09-21,-22.0,-7.0,26.0,-54.0,-42.0,13.0
57101,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-09-22,-22.0,-10.0,21.0,-55.0,-42.0,13.0
57102,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-09-23,-22.0,-11.0,27.0,-52.0,-42.0,13.0
57103,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-09-24,-23.0,-12.0,16.0,-49.0,-38.0,11.0
57104,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-09-25,-25.0,-13.0,19.0,-39.0,-15.0,4.0
57105,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-09-26,-23.0,-14.0,25.0,-36.0,-16.0,3.0
57106,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-09-27,-25.0,-12.0,5.0,-55.0,-42.0,13.0
57107,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-09-28,-23.0,-8.0,23.0,-56.0,-41.0,13.0
57108,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-09-29,-22.0,-11.0,21.0,-54.0,-42.0,13.0
57109,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-09-30,-21.0,-9.0,30.0,-50.0,-42.0,13.0
57110,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-10-01,-18.0,-8.0,18.0,-46.0,-37.0,11.0
57111,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-10-02,-19.0,-10.0,24.0,-35.0,-15.0,3.0
57112,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-10-03,-20.0,-11.0,29.0,-34.0,-15.0,3.0
57113,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-10-04,-22.0,-8.0,11.0,-54.0,-42.0,13.0
57114,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-10-05,-21.0,-5.0,21.0,-54.0,-41.0,13.0
57115,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-10-06,-22.0,-10.0,12.0,-54.0,-41.0,13.0
57116,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-10-07,-21.0,-10.0,14.0,-51.0,-42.0,13.0
57117,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-10-08,-22.0,-11.0,7.0,-48.0,-38.0,12.0
57118,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-10-09,-24.0,-13.0,26.0,-37.0,-15.0,3.0
57119,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-10-10,-22.0,-15.0,31.0,-35.0,-15.0,3.0
57120,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-10-11,-21.0,-11.0,4.0,-56.0,-46.0,14.0
57121,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-10-12,-22.0,-7.0,12.0,-54.0,-41.0,13.0
57122,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-10-13,-23.0,-12.0,10.0,-54.0,-41.0,13.0
57123,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-10-14,-21.0,-11.0,23.0,-51.0,-41.0,12.0
57124,US,United States,California,Alameda County,,,6001.0,ChIJWRd5NDfyj4ARc30TGxHHxmg,2021-10-15,-21.0,-11.0,18.0,-50.0,-37.0,11.0
