,County,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,cumulative_cases,deaths,cumulative_deaths,cumulative_total_tests,positive_tests,cumulative_positive_tests,cumulative_total_doses,total_partially_vaccinated,cumulative_fully_vaccinated,at_least_one_dose,cumulative_at_least_one_dose,cumulative_booster_recip_count,cumulative_bivalent_booster_recip_count,booster_eligible_population,bivalent_booster_eligible_population
188,Alameda,2020-08-21,-41.0,-14.0,-7.0,-61.0,-51.0,20.0,17929.0,3.0,256.0,400431.0,245.0,20910.0,24.0,24.0,0.0,1.0,24.0,0.0,0.0,1405462.0,1405462.0
189,Alameda,2020-08-22,-43.0,-15.0,-13.0,-52.0,-19.0,10.0,18021.0,4.0,260.0,402872.0,105.0,21015.0,25.0,25.0,0.0,1.0,25.0,0.0,0.0,1405462.0,1405462.0
190,Alameda,2020-08-23,-43.0,-19.0,-18.0,-52.0,-21.0,9.0,18115.0,2.0,262.0,404533.0,72.0,21087.0,25.0,25.0,0.0,0.0,25.0,0.0,0.0,1405462.0,1405462.0
191,Alameda,2020-08-24,-38.0,-18.0,-10.0,-63.0,-54.0,21.0,18338.0,9.0,271.0,409213.0,263.0,21350.0,25.0,25.0,0.0,0.0,25.0,0.0,0.0,1405462.0,1405462.0
192,Alameda,2020-08-25,-38.0,-14.0,5.0,-62.0,-54.0,21.0,18533.0,1.0,272.0,414290.0,293.0,21643.0,31.0,31.0,0.0,6.0,31.0,0.0,0.0,1405462.0,1405462.0
193,Alameda,2020-08-26,-39.0,-17.0,4.0,-62.0,-53.0,21.0,18690.0,4.0,276.0,419503.0,242.0,21885.0,31.0,31.0,0.0,0.0,31.0,0.0,0.0,1405462.0,1405462.0
194,Alameda,2020-08-27,-38.0,-15.0,17.0,-61.0,-54.0,21.0,18853.0,5.0,281.0,424750.0,252.0,22137.0,35.0,35.0,0.0,4.0,35.0,0.0,0.0,1405462.0,1405462.0
195,Alameda,2020-08-28,-40.0,-16.0,-1.0,-61.0,-50.0,20.0,18998.0,4.0,285.0,429686.0,212.0,22349.0,37.0,37.0,0.0,2.0,37.0,0.0,0.0,1405462.0,1405462.0
196,Alameda,2020-08-29,-42.0,-16.0,2.0,-52.0,-18.0,9.0,19081.0,6.0,291.0,432041.0,96.0,22445.0,37.0,37.0,0.0,0.0,37.0,0.0,0.0,1405462.0,1405462.0
197,Alameda,2020-08-30,-39.0,-17.0,18.0,-49.0,-19.0,8.0,19148.0,7.0,298.0,433313.0,50.0,22495.0,37.0,37.0,0.0,0.0,37.0,0.0,0.0,1405462.0,1405462.0
198,Alameda,2020-08-31,-38.0,-19.0,0.0,-62.0,-53.0,20.0,19273.0,0.0,298.0,439553.0,200.0,22695.0,42.0,36.0,3.0,2.0,39.0,0.0,0.0,1405462.0,1405462.0
199,Alameda,2020-09-01,-37.0,-13.0,10.0,-61.0,-54.0,20.0,19420.0,3.0,301.0,445498.0,200.0,22895.0,44.0,34.0,5.0,0.0,39.0,0.0,0.0,1405462.0,1405462.0
200,Alameda,2020-09-02,-36.0,-16.0,11.0,-61.0,-53.0,20.0,19558.0,4.0,305.0,450547.0,157.0,23052.0,47.0,31.0,8.0,0.0,39.0,0.0,0.0,1405462.0,1405462.0
201,Alameda,2020-09-03,-35.0,-13.0,11.0,-60.0,-54.0,20.0,19676.0,3.0,308.0,455567.0,170.0,23222.0,49.0,33.0,8.0,2.0,41.0,0.0,0.0,1405462.0,1405462.0
202,Alameda,2020-09-04,-36.0,-11.0,10.0,-59.0,-51.0,18.0,19779.0,3.0,311.0,460779.0,188.0,23410.0,52.0,34.0,9.0,2.0,43.0,0.0,0.0,1405462.0,1405462.0
203,Alameda,2020-09-05,-41.0,-14.0,4.0,-51.0,-21.0,8.0,19848.0,5.0,316.0,462875.0,78.0,23488.0,52.0,34.0,9.0,0.0,43.0,0.0,0.0,1405462.0,1405462.0
204,Alameda,2020-09-06,-40.0,-18.0,2.0,-49.0,-22.0,6.0,19894.0,5.0,321.0,464403.0,54.0,23542.0,52.0,34.0,9.0,0.0,43.0,0.0,0.0,1405462.0,1405462.0
205,Alameda,2020-09-07,-36.0,-17.0,14.0,-71.0,-78.0,23.0,19952.0,2.0,323.0,466049.0,45.0,23587.0,52.0,34.0,9.0,0.0,43.0,0.0,0.0,1405462.0,1405462.0
206,Alameda,2020-09-08,-38.0,-15.0,-3.0,-61.0,-55.0,20.0,20073.0,2.0,325.0,472658.0,207.0,23794.0,56.0,32.0,12.0,1.0,44.0,0.0,0.0,1405462.0,1405462.0
207,Alameda,2020-09-09,-42.0,-21.0,-25.0,-63.0,-54.0,21.0,20182.0,3.0,328.0,478576.0,151.0,23945.0,65.0,27.0,19.0,2.0,46.0,0.0,0.0,1405462.0,1405462.0
208,Alameda,2020-09-10,-39.0,-17.0,-19.0,-63.0,-54.0,21.0,20261.0,4.0,332.0,483754.0,104.0,24049.0,68.0,28.0,20.0,2.0,48.0,0.0,0.0,1405462.0,1405462.0
209,Alameda,2020-09-11,-41.0,-17.0,-30.0,-63.0,-50.0,21.0,20335.0,2.0,334.0,489031.0,88.0,24137.0,73.0,31.0,21.0,4.0,52.0,0.0,0.0,1405462.0,1405462.0
210,Alameda,2020-09-12,-42.0,-16.0,-31.0,-55.0,-18.0,11.0,20390.0,3.0,337.0,491182.0,53.0,24190.0,73.0,31.0,21.0,0.0,52.0,0.0,0.0,1405462.0,1405462.0
211,Alameda,2020-09-13,-41.0,-19.0,-25.0,-56.0,-20.0,10.0,20449.0,1.0,338.0,492771.0,38.0,24228.0,73.0,31.0,21.0,0.0,52.0,0.0,0.0,1405462.0,1405462.0
212,Alameda,2020-09-14,-36.0,-18.0,-19.0,-64.0,-52.0,20.0,20555.0,2.0,340.0,499167.0,163.0,24391.0,74.0,30.0,22.0,0.0,52.0,0.0,0.0,1405462.0,1405462.0
213,Alameda,2020-09-15,-36.0,-14.0,9.0,-62.0,-51.0,20.0,20682.0,2.0,342.0,505808.0,172.0,24563.0,77.0,29.0,24.0,1.0,53.0,0.0,0.0,1405462.0,1405462.0
214,Alameda,2020-09-16,-35.0,-17.0,17.0,-62.0,-51.0,19.0,20788.0,3.0,345.0,512017.0,130.0,24693.0,82.0,26.0,28.0,1.0,54.0,0.0,0.0,1405462.0,1405462.0
215,Alameda,2020-09-17,-35.0,-16.0,20.0,-61.0,-52.0,20.0,20886.0,7.0,352.0,517890.0,138.0,24831.0,85.0,25.0,30.0,1.0,55.0,0.0,0.0,1405462.0,1405462.0
216,Alameda,2020-09-18,-36.0,-16.0,11.0,-60.0,-48.0,18.0,20985.0,1.0,353.0,524551.0,124.0,24955.0,87.0,23.0,32.0,0.0,55.0,0.0,0.0,1405462.0,1405462.0
217,Alameda,2020-09-19,-37.0,-14.0,19.0,-48.0,-16.0,7.0,21051.0,3.0,356.0,527468.0,73.0,25028.0,88.0,22.0,33.0,0.0,55.0,0.0,0.0,1405462.0,1405462.0
218,Alameda,2020-09-20,-37.0,-18.0,22.0,-48.0,-17.0,7.0,21101.0,3.0,359.0,528956.0,41.0,25069.0,88.0,22.0,33.0,0.0,55.0,0.0,0.0,1405462.0,1405462.0
219,Alameda,2020-09-21,-35.0,-18.0,5.0,-63.0,-52.0,19.0,21202.0,1.0,360.0,535483.0,154.0,25223.0,91.0,19.0,36.0,0.0,55.0,0.0,0.0,1405462.0,1405462.0
220,Alameda,2020-09-22,-35.0,-15.0,14.0,-64.0,-52.0,20.0,21281.0,4.0,364.0,542186.0,130.0,25353.0,91.0,19.0,36.0,0.0,55.0,0.0,0.0,1405462.0,1405462.0
221,Alameda,2020-09-23,-35.0,-16.0,10.0,-62.0,-51.0,20.0,21360.0,2.0,366.0,548478.0,119.0,25472.0,94.0,18.0,38.0,1.0,56.0,0.0,0.0,1405462.0,1405462.0
222,Alameda,2020-09-24,-35.0,-15.0,10.0,-62.0,-52.0,20.0,21429.0,3.0,369.0,554418.0,115.0,25587.0,95.0,17.0,39.0,0.0,56.0,0.0,0.0,1405462.0,1405462.0
223,Alameda,2020-09-25,-36.0,-15.0,3.0,-61.0,-48.0,18.0,21504.0,1.0,370.0,560804.0,112.0,25699.0,96.0,16.0,40.0,0.0,56.0,0.0,0.0,1405462.0,1405462.0
224,Alameda,2020-09-26,-38.0,-15.0,13.0,-51.0,-14.0,7.0,21558.0,1.0,371.0,563852.0,51.0,25750.0,96.0,16.0,40.0,0.0,56.0,0.0,0.0,1405462.0,1405462.0
225,Alameda,2020-09-27,-37.0,-18.0,12.0,-50.0,-17.0,7.0,21616.0,0.0,371.0,566028.0,48.0,25798.0,96.0,16.0,40.0,0.0,56.0,0.0,0.0,1405462.0,1405462.0
226,Alameda,2020-09-28,-35.0,-19.0,-9.0,-63.0,-52.0,19.0,21698.0,0.0,371.0,572661.0,87.0,25885.0,98.0,16.0,41.0,1.0,57.0,0.0,0.0,1405462.0,1405462.0
227,Alameda,2020-09-29,-36.0,-15.0,3.0,-63.0,-51.0,20.0,21785.0,4.0,375.0,579989.0,93.0,25978.0,99.0,15.0,42.0,0.0,57.0,0.0,0.0,1405462.0,1405462.0
228,Alameda,2020-09-30,-34.0,-15.0,-4.0,-62.0,-51.0,19.0,21860.0,0.0,375.0,586320.0,111.0,26089.0,104.0,12.0,46.0,1.0,58.0,0.0,0.0,1405462.0,1405462.0
229,Alameda,2020-10-01,-34.0,-14.0,-13.0,-62.0,-51.0,20.0,21938.0,4.0,379.0,592619.0,111.0,26200.0,107.0,13.0,47.0,2.0,60.0,0.0,0.0,1405462.0,1405462.0
230,Alameda,2020-10-02,-37.0,-15.0,-24.0,-60.0,-47.0,19.0,21999.0,2.0,381.0,599596.0,108.0,26308.0,107.0,13.0,47.0,0.0,60.0,0.0,0.0,1405462.0,1405462.0
231,Alameda,2020-10-03,-37.0,-14.0,-11.0,-51.0,-16.0,8.0,22053.0,1.0,382.0,602890.0,43.0,26351.0,107.0,13.0,47.0,0.0,60.0,0.0,0.0,1405462.0,1405462.0
232,Alameda,2020-10-04,-35.0,-17.0,13.0,-49.0,-17.0,7.0,22099.0,0.0,382.0,604875.0,43.0,26394.0,107.0,13.0,47.0,0.0,60.0,0.0,0.0,1405462.0,1405462.0
233,Alameda,2020-10-05,-34.0,-18.0,-6.0,-63.0,-51.0,19.0,22195.0,0.0,382.0,612320.0,119.0,26513.0,110.0,12.0,49.0,1.0,61.0,0.0,0.0,1405462.0,1405462.0
234,Alameda,2020-10-06,-35.0,-14.0,4.0,-62.0,-52.0,19.0,22283.0,0.0,382.0,620602.0,125.0,26638.0,110.0,12.0,49.0,0.0,61.0,0.0,0.0,1405462.0,1405462.0
235,Alameda,2020-10-07,-36.0,-18.0,-5.0,-63.0,-51.0,19.0,22374.0,1.0,383.0,628268.0,104.0,26742.0,111.0,13.0,49.0,1.0,62.0,0.0,0.0,1405462.0,1405462.0
236,Alameda,2020-10-08,-36.0,-16.0,0.0,-62.0,-51.0,20.0,22451.0,2.0,385.0,634979.0,103.0,26845.0,111.0,13.0,49.0,0.0,62.0,0.0,0.0,1405462.0,1405462.0
237,Alameda,2020-10-09,-36.0,-15.0,0.0,-60.0,-47.0,18.0,22532.0,1.0,386.0,642484.0,120.0,26965.0,111.0,13.0,49.0,0.0,62.0,0.0,0.0,1405462.0,1405462.0
238,Alameda,2020-10-10,-37.0,-14.0,4.0,-52.0,-14.0,8.0,22580.0,1.0,387.0,645569.0,49.0,27014.0,112.0,14.0,49.0,1.0,63.0,0.0,0.0,1405462.0,1405462.0
239,Alameda,2020-10-11,-35.0,-17.0,21.0,-49.0,-15.0,7.0,22630.0,1.0,388.0,647312.0,28.0,27042.0,112.0,14.0,49.0,0.0,63.0,0.0,0.0,1405462.0,1405462.0
240,Alameda,2020-10-12,-32.0,-16.0,7.0,-63.0,-54.0,19.0,22720.0,1.0,389.0,654793.0,108.0,27150.0,112.0,14.0,49.0,0.0,63.0,0.0,0.0,1405462.0,1405462.0
241,Alameda,2020-10-13,-35.0,-13.0,11.0,-62.0,-51.0,19.0,22799.0,1.0,390.0,663304.0,96.0,27246.0,113.0,15.0,49.0,1.0,64.0,0.0,0.0,1405462.0,1405462.0
242,Alameda,2020-10-14,-34.0,-15.0,6.0,-62.0,-50.0,19.0,22903.0,1.0,391.0,670591.0,141.0,27387.0,113.0,15.0,49.0,0.0,64.0,0.0,0.0,1405462.0,1405462.0
243,Alameda,2020-10-15,-34.0,-13.0,5.0,-60.0,-51.0,19.0,23002.0,1.0,392.0,677443.0,147.0,27534.0,113.0,15.0,49.0,0.0,64.0,0.0,0.0,1405462.0,1405462.0
244,Alameda,2020-10-16,-35.0,-13.0,-1.0,-58.0,-47.0,18.0,23070.0,0.0,392.0,684796.0,100.0,27634.0,113.0,15.0,49.0,0.0,64.0,0.0,0.0,1405462.0,1405462.0
245,Alameda,2020-10-17,-37.0,-13.0,7.0,-49.0,-15.0,7.0,23124.0,0.0,392.0,688286.0,60.0,27694.0,113.0,15.0,49.0,0.0,64.0,0.0,0.0,1405462.0,1405462.0
246,Alameda,2020-10-18,-35.0,-15.0,19.0,-47.0,-17.0,6.0,23169.0,0.0,392.0,690205.0,32.0,27726.0,113.0,15.0,49.0,0.0,64.0,0.0,0.0,1405462.0,1405462.0
247,Alameda,2020-10-19,-34.0,-17.0,-1.0,-62.0,-51.0,19.0,23273.0,1.0,393.0,698704.0,124.0,27850.0,113.0,15.0,49.0,0.0,64.0,0.0,0.0,1405462.0,1405462.0
248,Alameda,2020-10-20,-34.0,-13.0,11.0,-61.0,-51.0,19.0,23383.0,0.0,393.0,707681.0,129.0,27979.0,115.0,16.0,50.0,2.0,66.0,0.0,0.0,1405462.0,1405462.0
249,Alameda,2020-10-21,-34.0,-14.0,7.0,-61.0,-50.0,19.0,23485.0,1.0,394.0,715023.0,101.0,28080.0,115.0,16.0,50.0,0.0,66.0,0.0,0.0,1405462.0,1405462.0
250,Alameda,2020-10-22,-35.0,-15.0,6.0,-60.0,-51.0,20.0,23573.0,0.0,394.0,722149.0,105.0,28185.0,115.0,16.0,50.0,0.0,66.0,0.0,0.0,1405462.0,1405462.0
251,Alameda,2020-10-23,-35.0,-13.0,-1.0,-59.0,-47.0,18.0,23674.0,0.0,394.0,729825.0,125.0,28310.0,115.0,16.0,50.0,0.0,66.0,0.0,0.0,1405462.0,1405462.0
252,Alameda,2020-10-24,-36.0,-13.0,5.0,-50.0,-14.0,8.0,23747.0,1.0,395.0,733153.0,63.0,28373.0,117.0,18.0,50.0,2.0,68.0,0.0,0.0,1405462.0,1405462.0
253,Alameda,2020-10-25,-35.0,-16.0,10.0,-49.0,-15.0,6.0,23818.0,1.0,396.0,735133.0,41.0,28414.0,117.0,18.0,50.0,0.0,68.0,0.0,0.0,1405462.0,1405462.0
254,Alameda,2020-10-26,-33.0,-16.0,-7.0,-62.0,-51.0,18.0,23925.0,0.0,396.0,743586.0,133.0,28547.0,117.0,18.0,50.0,0.0,68.0,0.0,0.0,1405462.0,1405462.0
255,Alameda,2020-10-27,-33.0,-13.0,8.0,-61.0,-51.0,19.0,24037.0,0.0,396.0,753530.0,136.0,28683.0,118.0,18.0,51.0,1.0,69.0,0.0,0.0,1405462.0,1405462.0
256,Alameda,2020-10-28,-33.0,-14.0,1.0,-62.0,-50.0,19.0,24152.0,2.0,398.0,761560.0,119.0,28802.0,118.0,18.0,51.0,0.0,69.0,0.0,0.0,1405462.0,1405462.0
257,Alameda,2020-10-29,-32.0,-13.0,6.0,-62.0,-50.0,19.0,24252.0,5.0,403.0,769441.0,131.0,28933.0,119.0,19.0,51.0,1.0,70.0,0.0,0.0,1405462.0,1405462.0
258,Alameda,2020-10-30,-33.0,-10.0,0.0,-60.0,-46.0,17.0,24415.0,0.0,403.0,777363.0,141.0,29074.0,119.0,19.0,51.0,0.0,70.0,0.0,0.0,1405462.0,1405462.0
259,Alameda,2020-10-31,-36.0,-8.0,7.0,-50.0,-13.0,7.0,24495.0,2.0,405.0,780900.0,78.0,29152.0,120.0,18.0,52.0,0.0,70.0,0.0,0.0,1405462.0,1405462.0
260,Alameda,2020-11-01,-35.0,-17.0,11.0,-49.0,-17.0,6.0,24611.0,3.0,408.0,783466.0,50.0,29202.0,123.0,20.0,53.0,3.0,73.0,0.0,0.0,1405462.0,1405462.0
261,Alameda,2020-11-02,-32.0,-15.0,-4.0,-63.0,-51.0,18.0,24774.0,1.0,409.0,792844.0,175.0,29377.0,124.0,20.0,54.0,1.0,74.0,0.0,0.0,1405462.0,1405462.0
262,Alameda,2020-11-03,-32.0,-11.0,5.0,-63.0,-52.0,19.0,24970.0,0.0,409.0,802198.0,186.0,29563.0,124.0,20.0,54.0,0.0,74.0,0.0,0.0,1405462.0,1405462.0
263,Alameda,2020-11-04,-36.0,-19.0,-1.0,-65.0,-51.0,20.0,25154.0,1.0,410.0,810353.0,192.0,29755.0,124.0,20.0,54.0,0.0,74.0,0.0,0.0,1405462.0,1405462.0
264,Alameda,2020-11-05,-36.0,-17.0,3.0,-62.0,-50.0,20.0,25330.0,1.0,411.0,818582.0,233.0,29988.0,124.0,20.0,54.0,0.0,74.0,0.0,0.0,1405462.0,1405462.0
265,Alameda,2020-11-06,-36.0,-17.0,-18.0,-62.0,-47.0,20.0,25506.0,1.0,412.0,826720.0,185.0,30173.0,124.0,20.0,54.0,0.0,74.0,0.0,0.0,1405462.0,1405462.0
266,Alameda,2020-11-07,-35.0,-15.0,4.0,-54.0,-13.0,9.0,25638.0,0.0,412.0,830827.0,132.0,30305.0,124.0,20.0,54.0,0.0,74.0,0.0,0.0,1405462.0,1405462.0
267,Alameda,2020-11-08,-36.0,-19.0,-13.0,-54.0,-17.0,8.0,25748.0,2.0,414.0,833398.0,61.0,30366.0,124.0,20.0,54.0,0.0,74.0,0.0,0.0,1405462.0,1405462.0
268,Alameda,2020-11-09,-34.0,-19.0,-17.0,-65.0,-51.0,19.0,25978.0,0.0,414.0,843758.0,232.0,30598.0,125.0,21.0,54.0,1.0,75.0,0.0,0.0,1405462.0,1405462.0
269,Alameda,2020-11-10,-33.0,-14.0,-5.0,-64.0,-51.0,20.0,26224.0,0.0,414.0,854215.0,220.0,30818.0,125.0,21.0,54.0,0.0,75.0,0.0,0.0,1405462.0,1405462.0
270,Alameda,2020-11-11,-29.0,-13.0,-4.0,-67.0,-55.0,21.0,26454.0,0.0,414.0,860880.0,222.0,31040.0,125.0,21.0,54.0,0.0,75.0,0.0,0.0,1405462.0,1405462.0
271,Alameda,2020-11-12,-34.0,-15.0,-7.0,-63.0,-51.0,20.0,26698.0,4.0,418.0,871354.0,270.0,31310.0,125.0,21.0,54.0,0.0,75.0,0.0,0.0,1405462.0,1405462.0
272,Alameda,2020-11-13,-38.0,-16.0,-35.0,-64.0,-47.0,20.0,26966.0,3.0,421.0,881426.0,298.0,31608.0,125.0,21.0,54.0,0.0,75.0,0.0,0.0,1405462.0,1405462.0
273,Alameda,2020-11-14,-37.0,-15.0,-11.0,-56.0,-14.0,9.0,27182.0,2.0,423.0,886284.0,199.0,31807.0,125.0,21.0,54.0,0.0,75.0,0.0,0.0,1405462.0,1405462.0
274,Alameda,2020-11-15,-35.0,-19.0,13.0,-51.0,-16.0,7.0,27449.0,1.0,424.0,889399.0,183.0,31990.0,125.0,21.0,54.0,0.0,75.0,0.0,0.0,1405462.0,1405462.0
275,Alameda,2020-11-16,-34.0,-19.0,-7.0,-64.0,-51.0,19.0,27766.0,2.0,426.0,901201.0,376.0,32366.0,126.0,20.0,55.0,0.0,75.0,0.0,0.0,1405462.0,1405462.0
276,Alameda,2020-11-17,-39.0,-18.0,-35.0,-67.0,-52.0,21.0,28113.0,1.0,427.0,913509.0,336.0,32702.0,126.0,20.0,55.0,0.0,75.0,0.0,0.0,1405462.0,1405462.0
277,Alameda,2020-11-18,-37.0,-16.0,-23.0,-66.0,-51.0,21.0,28441.0,1.0,428.0,925361.0,367.0,33069.0,126.0,20.0,55.0,0.0,75.0,0.0,0.0,1405462.0,1405462.0
278,Alameda,2020-11-19,-35.0,-16.0,-9.0,-64.0,-51.0,21.0,28705.0,1.0,429.0,937778.0,345.0,33414.0,128.0,22.0,55.0,2.0,77.0,0.0,0.0,1405462.0,1405462.0
279,Alameda,2020-11-20,-37.0,-15.0,-12.0,-62.0,-47.0,19.0,29051.0,0.0,429.0,950750.0,394.0,33808.0,129.0,22.0,56.0,1.0,78.0,0.0,0.0,1405462.0,1405462.0
280,Alameda,2020-11-21,-38.0,-15.0,-5.0,-55.0,-13.0,10.0,29265.0,0.0,429.0,957491.0,238.0,34046.0,130.0,23.0,56.0,1.0,79.0,0.0,0.0,1405462.0,1405462.0
281,Alameda,2020-11-22,-37.0,-17.0,2.0,-53.0,-15.0,8.0,29452.0,0.0,429.0,960864.0,132.0,34178.0,130.0,23.0,56.0,0.0,79.0,0.0,0.0,1405462.0,1405462.0
282,Alameda,2020-11-23,-30.0,-13.0,-12.0,-65.0,-53.0,19.0,29890.0,0.0,429.0,975901.0,486.0,34664.0,132.0,25.0,56.0,2.0,81.0,0.0,0.0,1405462.0,1405462.0
283,Alameda,2020-11-24,-28.0,-1.0,0.0,-63.0,-53.0,18.0,30307.0,2.0,431.0,988514.0,408.0,35072.0,133.0,26.0,56.0,1.0,82.0,0.0,0.0,1405462.0,1405462.0
284,Alameda,2020-11-25,-23.0,10.0,-4.0,-62.0,-55.0,17.0,30783.0,1.0,432.0,998775.0,554.0,35626.0,134.0,26.0,57.0,1.0,83.0,0.0,0.0,1405462.0,1405462.0
285,Alameda,2020-11-26,-68.0,-27.0,-5.0,-80.0,-83.0,27.0,30998.0,1.0,433.0,1000350.0,124.0,35750.0,134.0,26.0,57.0,0.0,83.0,0.0,0.0,1405462.0,1405462.0
286,Alameda,2020-11-27,-43.0,-31.0,2.0,-68.0,-70.0,24.0,31412.0,1.0,434.0,1005857.0,335.0,36085.0,135.0,27.0,57.0,1.0,84.0,0.0,0.0,1405462.0,1405462.0
287,Alameda,2020-11-28,-44.0,-27.0,-10.0,-57.0,-22.0,10.0,31856.0,2.0,436.0,1012297.0,480.0,36565.0,135.0,27.0,57.0,0.0,84.0,0.0,0.0,1405462.0,1405462.0
288,Alameda,2020-11-29,-40.0,-26.0,-1.0,-52.0,-18.0,8.0,32166.0,3.0,439.0,1015674.0,189.0,36754.0,135.0,27.0,57.0,0.0,84.0,0.0,0.0,1405462.0,1405462.0
289,Alameda,2020-11-30,-34.0,-21.0,-18.0,-65.0,-52.0,20.0,32958.0,5.0,444.0,1031318.0,842.0,37596.0,136.0,27.0,57.0,0.0,84.0,0.0,0.0,1405462.0,1405462.0
290,Alameda,2020-12-01,-35.0,-16.0,-7.0,-63.0,-52.0,20.0,33778.0,0.0,444.0,1046421.0,843.0,38439.0,148.0,35.0,60.0,11.0,95.0,0.0,0.0,1405462.0,1405462.0
291,Alameda,2020-12-02,-35.0,-17.0,-11.0,-65.0,-51.0,21.0,34472.0,2.0,446.0,1060006.0,788.0,39227.0,152.0,39.0,60.0,4.0,99.0,0.0,0.0,1405462.0,1405462.0
292,Alameda,2020-12-03,-35.0,-16.0,-7.0,-64.0,-52.0,21.0,35101.0,4.0,450.0,1073244.0,810.0,40037.0,155.0,41.0,61.0,3.0,102.0,0.0,0.0,1405462.0,1405462.0
293,Alameda,2020-12-04,-37.0,-16.0,-14.0,-66.0,-47.0,21.0,35868.0,1.0,451.0,1086526.0,839.0,40876.0,156.0,42.0,61.0,1.0,103.0,0.0,0.0,1405462.0,1405462.0
294,Alameda,2020-12-05,-37.0,-14.0,-9.0,-58.0,-13.0,10.0,36418.0,5.0,456.0,1093239.0,554.0,41430.0,157.0,43.0,61.0,1.0,104.0,0.0,0.0,1405462.0,1405462.0
295,Alameda,2020-12-06,-36.0,-17.0,-1.0,-56.0,-15.0,9.0,36776.0,8.0,464.0,1096975.0,264.0,41694.0,158.0,44.0,61.0,1.0,105.0,0.0,0.0,1405462.0,1405462.0
296,Alameda,2020-12-07,-38.0,-21.0,-17.0,-68.0,-53.0,21.0,37770.0,4.0,468.0,1112752.0,1097.0,42791.0,161.0,47.0,61.0,3.0,108.0,0.0,0.0,1405462.0,1405462.0
297,Alameda,2020-12-08,-39.0,-17.0,-8.0,-67.0,-53.0,22.0,38634.0,8.0,476.0,1127862.0,1033.0,43824.0,169.0,53.0,63.0,8.0,116.0,0.0,0.0,1405462.0,1405462.0
298,Alameda,2020-12-09,-39.0,-19.0,-15.0,-68.0,-53.0,22.0,39535.0,4.0,480.0,1142193.0,1083.0,44907.0,173.0,54.0,66.0,4.0,120.0,0.0,0.0,1405462.0,1405462.0
299,Alameda,2020-12-10,-40.0,-19.0,-10.0,-67.0,-53.0,22.0,40370.0,2.0,482.0,1155790.0,1016.0,45923.0,175.0,56.0,66.0,2.0,122.0,0.0,0.0,1405462.0,1405462.0
300,Alameda,2020-12-11,-42.0,-20.0,-34.0,-68.0,-50.0,22.0,41140.0,5.0,487.0,1169052.0,873.0,46796.0,179.0,59.0,67.0,4.0,126.0,0.0,0.0,1405462.0,1405462.0
301,Alameda,2020-12-12,-43.0,-18.0,-25.0,-62.0,-18.0,13.0,41709.0,7.0,494.0,1176775.0,634.0,47430.0,191.0,71.0,67.0,12.0,138.0,0.0,0.0,1405462.0,1405462.0
302,Alameda,2020-12-13,-48.0,-26.0,-57.0,-64.0,-25.0,13.0,42153.0,5.0,499.0,1181245.0,380.0,47810.0,194.0,74.0,67.0,3.0,141.0,0.0,0.0,1405462.0,1405462.0
303,Alameda,2020-12-14,-36.0,-20.0,-16.0,-69.0,-53.0,21.0,43353.0,6.0,505.0,1197457.0,1281.0,49091.0,202.0,80.0,69.0,8.0,149.0,0.0,0.0,1405462.0,1405462.0
304,Alameda,2020-12-15,-37.0,-16.0,-12.0,-68.0,-54.0,21.0,44252.0,7.0,512.0,1212947.0,1099.0,50190.0,254.0,129.0,71.0,51.0,200.0,0.0,0.0,1405462.0,1405462.0
305,Alameda,2020-12-16,-37.0,-18.0,-16.0,-68.0,-53.0,22.0,45111.0,3.0,515.0,1227565.0,1059.0,51249.0,495.0,367.0,73.0,240.0,440.0,0.0,0.0,1405462.0,1405462.0
306,Alameda,2020-12-17,-37.0,-17.0,-19.0,-67.0,-54.0,22.0,45969.0,11.0,526.0,1242475.0,1066.0,52315.0,1050.0,920.0,74.0,554.0,994.0,0.0,0.0,1405462.0,1405462.0
307,Alameda,2020-12-18,-39.0,-16.0,-15.0,-64.0,-50.0,21.0,46774.0,8.0,534.0,1256661.0,953.0,53268.0,3141.0,3009.0,75.0,2090.0,3084.0,0.0,0.0,1405462.0,1405462.0
308,Alameda,2020-12-19,-41.0,-16.0,-11.0,-56.0,-16.0,11.0,47313.0,13.0,547.0,1264455.0,611.0,53879.0,4600.0,4465.0,76.0,1457.0,4541.0,0.0,0.0,1405462.0,1405462.0
309,Alameda,2020-12-20,-39.0,-17.0,0.0,-55.0,-17.0,10.0,47762.0,6.0,553.0,1269990.0,412.0,54291.0,5848.0,5710.0,76.0,1245.0,5786.0,0.0,0.0,1405462.0,1405462.0
310,Alameda,2020-12-21,-28.0,-12.0,-1.0,-66.0,-55.0,19.0,48646.0,7.0,560.0,1287116.0,1143.0,55434.0,7745.0,7599.0,80.0,1893.0,7679.0,0.0,0.0,1405462.0,1405462.0
311,Alameda,2020-12-22,-27.0,-2.0,1.0,-65.0,-56.0,19.0,49548.0,8.0,568.0,1302427.0,1108.0,56542.0,9870.0,9723.0,81.0,2125.0,9804.0,0.0,0.0,1405462.0,1405462.0
