,County,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,cumulative_cases,deaths,cumulative_deaths,cumulative_total_tests,positive_tests,cumulative_positive_tests,cumulative_total_doses,total_partially_vaccinated,cumulative_fully_vaccinated,at_least_one_dose,cumulative_at_least_one_dose,cumulative_booster_recip_count,cumulative_bivalent_booster_recip_count,booster_eligible_population,bivalent_booster_eligible_population
1585,Merced,2021-10-18,-2.0,-6.0,13.0,-8.0,-9.0,3.0,40827.0,1.0,621.0,532640.0,175.0,46204.0,280292.0,21250.0,129498.0,191.0,150757.0,3071.0,1.0,158662.0,158662.0
1586,Merced,2021-10-19,-1.0,-7.0,21.0,-9.0,-8.0,2.0,40950.0,1.0,622.0,534499.0,143.0,46347.0,280990.0,21200.0,129740.0,192.0,150949.0,3228.0,1.0,158662.0,158662.0
1587,Merced,2021-10-20,3.0,0.0,15.0,-6.0,-9.0,2.0,41065.0,1.0,623.0,535886.0,143.0,46490.0,281710.0,21126.0,129994.0,180.0,151129.0,3395.0,2.0,158662.0,158662.0
1588,Merced,2021-10-21,2.0,-5.0,26.0,-6.0,-7.0,2.0,41146.0,2.0,625.0,537295.0,126.0,46616.0,282383.0,21068.0,130239.0,187.0,151316.0,3534.0,2.0,158662.0,158662.0
1589,Merced,2021-10-22,0.0,-3.0,-3.0,-5.0,-9.0,4.0,41243.0,0.0,625.0,538573.0,148.0,46764.0,283197.0,21033.0,130458.0,184.0,151500.0,3746.0,2.0,158662.0,158662.0
1590,Merced,2021-10-23,-1.0,-6.0,57.0,-5.0,0.0,0.0,41280.0,0.0,625.0,538870.0,30.0,46794.0,283569.0,21015.0,130565.0,89.0,151589.0,3834.0,2.0,158662.0,158662.0
1591,Merced,2021-10-24,2.0,-5.0,-7.0,0.0,-2.0,4.0,41321.0,1.0,626.0,539126.0,45.0,46839.0,283812.0,21015.0,130639.0,74.0,151663.0,3875.0,2.0,158662.0,158662.0
1592,Merced,2021-10-25,-1.0,-5.0,-17.0,-14.0,-13.0,7.0,41444.0,0.0,626.0,540970.0,171.0,47010.0,284704.0,20891.0,130946.0,183.0,151846.0,4061.0,2.0,158662.0,158662.0
1593,Merced,2021-10-26,-1.0,-4.0,21.0,-7.0,-8.0,4.0,41512.0,0.0,626.0,542580.0,111.0,47121.0,285492.0,20817.0,131138.0,118.0,151964.0,4328.0,2.0,158662.0,158662.0
1594,Merced,2021-10-27,2.0,0.0,11.0,-10.0,-10.0,3.0,41590.0,0.0,626.0,544150.0,122.0,47243.0,286245.0,20806.0,131313.0,164.0,152128.0,4549.0,2.0,158662.0,158662.0
1595,Merced,2021-10-28,3.0,-2.0,20.0,-5.0,-7.0,2.0,41688.0,1.0,627.0,545560.0,118.0,47361.0,287053.0,20769.0,131498.0,149.0,152277.0,4811.0,2.0,158662.0,158662.0
1596,Merced,2021-10-29,-1.0,-4.0,14.0,-8.0,-7.0,2.0,41773.0,0.0,627.0,546848.0,126.0,47487.0,287987.0,20706.0,131734.0,173.0,152450.0,5097.0,2.0,158662.0,158662.0
1597,Merced,2021-10-30,-2.0,-3.0,50.0,-11.0,-2.0,0.0,41823.0,4.0,631.0,547154.0,44.0,47531.0,288449.0,20670.0,131861.0,91.0,152541.0,5239.0,2.0,158662.0,158662.0
1598,Merced,2021-10-31,5.0,4.0,69.0,-1.0,-4.0,1.0,41863.0,2.0,633.0,547468.0,47.0,47578.0,288692.0,20665.0,131927.0,61.0,152602.0,5296.0,2.0,158662.0,158662.0
1599,Merced,2021-11-01,-1.0,-7.0,-1.0,-10.0,-12.0,4.0,41956.0,3.0,636.0,549262.0,151.0,47729.0,289620.0,20626.0,132177.0,211.0,152813.0,5585.0,2.0,158662.0,158662.0
1600,Merced,2021-11-02,1.0,-3.0,20.0,-18.0,-8.0,3.0,42048.0,2.0,638.0,550982.0,122.0,47851.0,290413.0,20585.0,132376.0,158.0,152971.0,5834.0,2.0,158662.0,158662.0
1601,Merced,2021-11-03,4.0,-1.0,12.0,-12.0,-10.0,3.0,42115.0,2.0,640.0,552384.0,100.0,47951.0,291067.0,20577.0,132500.0,116.0,153087.0,6082.0,2.0,158662.0,158662.0
1602,Merced,2021-11-04,1.0,-4.0,18.0,-8.0,-6.0,2.0,42176.0,3.0,643.0,553799.0,98.0,48049.0,291777.0,20532.0,132663.0,118.0,153205.0,6339.0,2.0,158662.0,158662.0
1603,Merced,2021-11-05,-1.0,-5.0,4.0,-9.0,-9.0,3.0,42230.0,1.0,644.0,554930.0,87.0,48136.0,292882.0,20479.0,132928.0,212.0,153417.0,6695.0,2.0,158662.0,158662.0
1604,Merced,2021-11-06,-2.0,-6.0,47.0,-4.0,0.0,1.0,42256.0,1.0,645.0,555237.0,24.0,48160.0,293330.0,20550.0,133013.0,156.0,153573.0,6814.0,2.0,158662.0,158662.0
1605,Merced,2021-11-07,3.0,-6.0,6.0,0.0,-3.0,2.0,42280.0,3.0,648.0,555525.0,30.0,48190.0,293583.0,20532.0,133100.0,69.0,153642.0,6873.0,2.0,158662.0,158662.0
1606,Merced,2021-11-08,-3.0,-8.0,5.0,-11.0,-7.0,3.0,42358.0,1.0,649.0,557381.0,116.0,48306.0,294583.0,20598.0,133309.0,275.0,153917.0,7204.0,2.0,158662.0,158662.0
1607,Merced,2021-11-09,-1.0,-6.0,-5.0,-13.0,-8.0,4.0,42427.0,1.0,650.0,558985.0,109.0,48415.0,295517.0,20617.0,133501.0,211.0,154128.0,7528.0,2.0,158662.0,158662.0
1608,Merced,2021-11-10,4.0,-3.0,7.0,-8.0,-10.0,3.0,42469.0,1.0,651.0,560382.0,73.0,48488.0,296570.0,20710.0,133687.0,279.0,154407.0,7916.0,2.0,158662.0,158662.0
1609,Merced,2021-11-11,5.0,-7.0,13.0,-9.0,-33.0,8.0,42505.0,4.0,655.0,560977.0,36.0,48524.0,297687.0,20833.0,133895.0,331.0,154738.0,8268.0,2.0,158662.0,158662.0
1610,Merced,2021-11-12,-7.0,-9.0,6.0,-19.0,-22.0,6.0,42561.0,0.0,655.0,562058.0,84.0,48608.0,298874.0,20936.0,134095.0,303.0,155041.0,8686.0,2.0,158662.0,158662.0
1611,Merced,2021-11-13,-4.0,-8.0,22.0,-15.0,-2.0,2.0,42590.0,2.0,657.0,562398.0,22.0,48630.0,299412.0,20984.0,134210.0,163.0,155204.0,8844.0,2.0,158662.0,158662.0
1612,Merced,2021-11-14,3.0,-7.0,4.0,0.0,-2.0,2.0,42628.0,2.0,659.0,562696.0,26.0,48656.0,299723.0,21013.0,134286.0,105.0,155309.0,8935.0,2.0,158662.0,158662.0
1613,Merced,2021-11-15,-1.0,-7.0,-14.0,-10.0,-8.0,3.0,42718.0,0.0,659.0,564236.0,123.0,48779.0,300674.0,21014.0,134500.0,215.0,155524.0,9289.0,2.0,158662.0,158662.0
1614,Merced,2021-11-16,-1.0,-5.0,-2.0,-13.0,-9.0,3.0,42775.0,2.0,661.0,565806.0,84.0,48863.0,301615.0,21083.0,134681.0,250.0,155774.0,9617.0,2.0,158662.0,158662.0
1615,Merced,2021-11-17,1.0,-3.0,2.0,-12.0,-9.0,3.0,42812.0,2.0,663.0,567132.0,64.0,48927.0,302555.0,21175.0,134834.0,245.0,156019.0,9969.0,2.0,158662.0,158662.0
1616,Merced,2021-11-18,2.0,-4.0,-1.0,-10.0,-8.0,3.0,42870.0,0.0,663.0,568296.0,87.0,49014.0,303753.0,21253.0,135020.0,264.0,156283.0,10434.0,2.0,158662.0,158662.0
1617,Merced,2021-11-19,-2.0,-5.0,1.0,-8.0,-9.0,3.0,42927.0,3.0,666.0,569258.0,71.0,49085.0,304909.0,21348.0,135224.0,299.0,156582.0,10872.0,2.0,158662.0,158662.0
1618,Merced,2021-11-20,-2.0,-6.0,21.0,1.0,0.0,2.0,42953.0,0.0,666.0,569527.0,20.0,49105.0,305682.0,21483.0,135348.0,259.0,156841.0,11130.0,2.0,158662.0,158662.0
1619,Merced,2021-11-21,3.0,-8.0,23.0,11.0,-1.0,2.0,42979.0,1.0,667.0,569841.0,15.0,49120.0,306053.0,21489.0,135418.0,76.0,156917.0,11277.0,2.0,158662.0,158662.0
1620,Merced,2021-11-22,4.0,-5.0,1.0,-8.0,-23.0,5.0,43034.0,3.0,670.0,571089.0,88.0,49208.0,307180.0,21595.0,135615.0,303.0,157220.0,11709.0,2.0,158662.0,158662.0
1621,Merced,2021-11-23,11.0,2.0,-6.0,4.0,-25.0,5.0,43085.0,1.0,671.0,572182.0,95.0,49303.0,308252.0,21657.0,135805.0,252.0,157472.0,12133.0,2.0,158662.0,158662.0
1622,Merced,2021-11-24,28.0,28.0,-8.0,26.0,-33.0,4.0,43124.0,0.0,671.0,572815.0,50.0,49353.0,309018.0,21722.0,135966.0,226.0,157698.0,12404.0,2.0,158662.0,158662.0
1623,Merced,2021-11-25,-50.0,-6.0,5.0,-14.0,-78.0,15.0,43156.0,0.0,671.0,572929.0,11.0,49364.0,309033.0,21720.0,135972.0,4.0,157702.0,12407.0,2.0,158662.0,158662.0
1624,Merced,2021-11-26,-4.0,-17.0,-4.0,-25.0,-61.0,14.0,43195.0,0.0,671.0,573458.0,47.0,49411.0,309632.0,21704.0,136116.0,128.0,157830.0,12620.0,2.0,158662.0,158662.0
1625,Merced,2021-11-27,-3.0,-13.0,3.0,22.0,-13.0,4.0,43225.0,2.0,673.0,573734.0,20.0,49431.0,310051.0,21664.0,136240.0,84.0,157914.0,12771.0,2.0,158662.0,158662.0
1626,Merced,2021-11-28,5.0,-12.0,3.0,47.0,-1.0,3.0,43260.0,2.0,675.0,574070.0,28.0,49459.0,310288.0,21674.0,136293.0,63.0,157977.0,12850.0,2.0,158662.0,158662.0
1627,Merced,2021-11-29,0.0,-9.0,-2.0,0.0,-9.0,4.0,43326.0,2.0,677.0,575876.0,115.0,49574.0,311286.0,21605.0,136557.0,195.0,158172.0,13245.0,2.0,158662.0,158662.0
1628,Merced,2021-11-30,0.0,-8.0,1.0,-12.0,-9.0,4.0,43399.0,2.0,679.0,577428.0,94.0,49668.0,312263.0,21612.0,136780.0,230.0,158402.0,13616.0,2.0,158662.0,158662.0
1629,Merced,2021-12-01,5.0,-1.0,-3.0,-14.0,-10.0,3.0,43467.0,0.0,679.0,578694.0,74.0,49742.0,313457.0,21598.0,137062.0,268.0,158670.0,14068.0,4.0,158662.0,158662.0
1630,Merced,2021-12-02,3.0,-7.0,0.0,-14.0,-7.0,3.0,43524.0,1.0,680.0,579958.0,73.0,49815.0,314779.0,21515.0,137355.0,210.0,158880.0,14650.0,4.0,158662.0,158662.0
1631,Merced,2021-12-03,-1.0,-7.0,-2.0,-15.0,-9.0,3.0,43570.0,1.0,681.0,580914.0,53.0,49868.0,316087.0,21451.0,137667.0,248.0,159128.0,15218.0,5.0,158662.0,158662.0
1632,Merced,2021-12-04,-3.0,-8.0,-2.0,-22.0,0.0,2.0,43593.0,0.0,681.0,581201.0,16.0,49884.0,316767.0,21406.0,137826.0,114.0,159242.0,15519.0,5.0,158662.0,158662.0
1633,Merced,2021-12-05,1.0,-6.0,-13.0,-14.0,-2.0,3.0,43620.0,1.0,682.0,581505.0,28.0,49912.0,317084.0,21383.0,137906.0,57.0,159299.0,15651.0,5.0,158662.0,158662.0
1634,Merced,2021-12-06,-2.0,-7.0,-14.0,-17.0,-9.0,4.0,43665.0,1.0,683.0,582984.0,92.0,50004.0,318130.0,21353.0,138141.0,205.0,159504.0,16099.0,5.0,158662.0,158662.0
1635,Merced,2021-12-07,-1.0,-7.0,0.0,-21.0,-8.0,3.0,43705.0,0.0,683.0,584273.0,62.0,50066.0,319358.0,21330.0,138420.0,256.0,159760.0,16612.0,5.0,158662.0,158662.0
1636,Merced,2021-12-08,0.0,-3.0,-5.0,-17.0,-7.0,3.0,43746.0,1.0,684.0,585199.0,53.0,50119.0,320480.0,21314.0,138663.0,227.0,159987.0,17072.0,5.0,158662.0,158662.0
1637,Merced,2021-12-09,-2.0,-6.0,-11.0,-13.0,-4.0,4.0,43778.0,1.0,685.0,586260.0,46.0,50165.0,321732.0,21323.0,138888.0,234.0,160221.0,17663.0,5.0,158662.0,158662.0
1638,Merced,2021-12-10,-5.0,-8.0,6.0,-16.0,-6.0,3.0,43816.0,0.0,685.0,587154.0,69.0,50234.0,322998.0,21318.0,139167.0,274.0,160495.0,18198.0,5.0,158662.0,158662.0
1639,Merced,2021-12-11,-5.0,-10.0,11.0,-15.0,6.0,2.0,43834.0,2.0,687.0,587443.0,14.0,50248.0,323663.0,21238.0,139361.0,114.0,160609.0,18455.0,5.0,158662.0,158662.0
1640,Merced,2021-12-12,-2.0,-14.0,-7.0,-13.0,6.0,3.0,43853.0,0.0,687.0,587737.0,10.0,50258.0,324070.0,21206.0,139456.0,63.0,160672.0,18645.0,5.0,158662.0,158662.0
1641,Merced,2021-12-13,-6.0,-13.0,-37.0,-18.0,-8.0,7.0,43887.0,0.0,687.0,589158.0,55.0,50313.0,325085.0,21171.0,139700.0,209.0,160881.0,19083.0,5.0,158662.0,158662.0
1642,Merced,2021-12-14,4.0,-4.0,-24.0,-19.0,-7.0,5.0,43927.0,1.0,688.0,590240.0,45.0,50358.0,326073.0,21179.0,139900.0,208.0,161089.0,19546.0,5.0,158662.0,158662.0
1643,Merced,2021-12-15,8.0,0.0,-11.0,-12.0,-8.0,4.0,43973.0,0.0,688.0,591127.0,54.0,50412.0,327057.0,21201.0,140095.0,217.0,161306.0,19970.0,5.0,158662.0,158662.0
1644,Merced,2021-12-16,5.0,-8.0,-19.0,-13.0,-7.0,5.0,44015.0,1.0,689.0,591970.0,67.0,50479.0,328042.0,21243.0,140278.0,225.0,161531.0,20423.0,6.0,158662.0,158662.0
1645,Merced,2021-12-17,-3.0,-11.0,-15.0,-6.0,-15.0,5.0,44054.0,0.0,689.0,592786.0,51.0,50530.0,328965.0,21266.0,140455.0,200.0,161731.0,20856.0,6.0,158662.0,158662.0
1646,Merced,2021-12-18,2.0,-13.0,-5.0,3.0,3.0,1.0,44080.0,1.0,690.0,593043.0,24.0,50554.0,329491.0,21243.0,140569.0,91.0,161822.0,21103.0,6.0,158662.0,158662.0
1647,Merced,2021-12-19,5.0,-14.0,-18.0,6.0,2.0,2.0,44115.0,1.0,691.0,593351.0,19.0,50573.0,329889.0,21196.0,140667.0,51.0,161873.0,21309.0,6.0,158662.0,158662.0
1648,Merced,2021-12-20,5.0,-10.0,-28.0,-4.0,-24.0,6.0,44210.0,2.0,693.0,594779.0,111.0,50684.0,331039.0,21217.0,140894.0,248.0,162121.0,21834.0,6.0,158662.0,158662.0
1649,Merced,2021-12-21,10.0,-2.0,-15.0,-3.0,-26.0,6.0,44267.0,1.0,694.0,595734.0,84.0,50768.0,332214.0,21178.0,141149.0,216.0,162337.0,22392.0,7.0,158662.0,158662.0
1650,Merced,2021-12-22,13.0,4.0,-34.0,3.0,-29.0,7.0,44339.0,2.0,696.0,596529.0,98.0,50866.0,333330.0,21213.0,141343.0,229.0,162566.0,22962.0,7.0,158662.0,158662.0
1651,Merced,2021-12-23,22.0,16.0,-37.0,19.0,-36.0,9.0,44410.0,1.0,697.0,597404.0,100.0,50966.0,334240.0,21233.0,141514.0,191.0,162757.0,23418.0,7.0,158662.0,158662.0
1652,Merced,2021-12-24,-15.0,14.0,-21.0,-20.0,-64.0,15.0,44459.0,1.0,698.0,597759.0,32.0,50998.0,334403.0,21221.0,141552.0,26.0,162783.0,23505.0,7.0,158662.0,158662.0
1653,Merced,2021-12-25,-66.0,-52.0,-39.0,-23.0,-56.0,10.0,44509.0,1.0,699.0,597918.0,9.0,51007.0,334404.0,21220.0,141553.0,0.0,162783.0,23505.0,7.0,158662.0,158662.0
1654,Merced,2021-12-26,2.0,-18.0,-18.0,28.0,-6.0,4.0,44611.0,0.0,699.0,598300.0,51.0,51058.0,334702.0,21201.0,141629.0,57.0,162840.0,23646.0,7.0,158662.0,158662.0
1655,Merced,2021-12-27,-5.0,-18.0,-44.0,11.0,-38.0,13.0,44863.0,1.0,700.0,599885.0,298.0,51356.0,335758.0,21152.0,141899.0,221.0,163061.0,24101.0,7.0,158662.0,158662.0
1656,Merced,2021-12-28,-1.0,-12.0,-25.0,5.0,-34.0,10.0,45095.0,1.0,701.0,601453.0,314.0,51670.0,336981.0,21162.0,142161.0,272.0,163333.0,24695.0,7.0,158662.0,158662.0
1657,Merced,2021-12-29,-3.0,-9.0,-39.0,3.0,-36.0,12.0,45338.0,0.0,701.0,602909.0,336.0,52006.0,338229.0,21231.0,142389.0,297.0,163630.0,25317.0,7.0,158662.0,158662.0
1658,Merced,2021-12-30,6.0,-1.0,-14.0,-4.0,-36.0,9.0,45555.0,1.0,702.0,604430.0,298.0,52304.0,339409.0,21245.0,142610.0,235.0,163865.0,25945.0,7.0,158662.0,158662.0
1659,Merced,2021-12-31,-17.0,4.0,-25.0,-23.0,-57.0,15.0,45659.0,3.0,705.0,605115.0,118.0,52422.0,339817.0,21246.0,142693.0,84.0,163949.0,26163.0,7.0,158662.0,158662.0
1660,Merced,2022-01-01,-34.0,-34.0,-24.0,-18.0,-36.0,9.0,45743.0,1.0,706.0,605334.0,41.0,52463.0,339898.0,21240.0,142709.0,10.0,163959.0,26209.0,8.0,158662.0,158662.0
1661,Merced,2022-01-02,-5.0,-17.0,-10.0,19.0,-6.0,5.0,45883.0,1.0,707.0,605801.0,120.0,52583.0,340162.0,21234.0,142771.0,56.0,164015.0,26332.0,8.0,158662.0,158662.0
1662,Merced,2022-01-03,-5.0,-9.0,-15.0,-4.0,-20.0,8.0,46473.0,2.0,709.0,608439.0,664.0,53247.0,341199.0,21222.0,143022.0,239.0,164254.0,26790.0,8.0,158662.0,158662.0
1663,Merced,2022-01-04,-8.0,-9.0,-6.0,-10.0,-16.0,6.0,47128.0,2.0,711.0,611065.0,734.0,53981.0,342228.0,21224.0,143247.0,227.0,164481.0,27292.0,8.0,158662.0,158662.0
1664,Merced,2022-01-05,-8.0,-5.0,-14.0,-9.0,-16.0,6.0,47791.0,3.0,714.0,613574.0,820.0,54801.0,343328.0,21251.0,143468.0,248.0,164729.0,27845.0,8.0,158662.0,158662.0
1665,Merced,2022-01-06,-11.0,-11.0,-7.0,-15.0,-15.0,6.0,48498.0,2.0,716.0,616218.0,866.0,55667.0,344512.0,21260.0,143689.0,230.0,164959.0,28465.0,8.0,158662.0,158662.0
1666,Merced,2022-01-07,-17.0,-14.0,-20.0,-28.0,-15.0,8.0,49100.0,2.0,718.0,618391.0,706.0,56373.0,345788.0,21351.0,143902.0,304.0,165263.0,29129.0,8.0,158662.0,158662.0
1667,Merced,2022-01-08,-18.0,-17.0,-11.0,-24.0,-3.0,7.0,49280.0,0.0,718.0,618994.0,195.0,56568.0,346508.0,21362.0,144069.0,178.0,165441.0,29452.0,8.0,158662.0,158662.0
1668,Merced,2022-01-09,-15.0,-14.0,-1.0,-13.0,-5.0,6.0,49465.0,0.0,718.0,619599.0,193.0,56761.0,346871.0,21385.0,144123.0,77.0,165518.0,29660.0,8.0,158662.0,158662.0
1669,Merced,2022-01-10,-13.0,-13.0,-9.0,-25.0,-14.0,7.0,50408.0,1.0,719.0,622958.0,1087.0,57848.0,347968.0,21432.0,144325.0,249.0,165767.0,30205.0,8.0,158662.0,158662.0
1670,Merced,2022-01-11,-14.0,-12.0,-8.0,-22.0,-15.0,7.0,51297.0,3.0,722.0,625912.0,1004.0,58852.0,349069.0,21510.0,144523.0,276.0,166043.0,30752.0,9.0,158662.0,158662.0
1671,Merced,2022-01-12,-13.0,-11.0,-10.0,-25.0,-18.0,7.0,52122.0,2.0,724.0,628483.0,941.0,59793.0,350213.0,21626.0,144737.0,330.0,166373.0,31279.0,9.0,158662.0,158662.0
1672,Merced,2022-01-13,-16.0,-14.0,-6.0,-24.0,-15.0,8.0,52888.0,7.0,731.0,631101.0,865.0,60658.0,351282.0,21711.0,144917.0,265.0,166638.0,31830.0,9.0,158662.0,158662.0
1673,Merced,2022-01-14,-19.0,-17.0,-21.0,-28.0,-18.0,9.0,53590.0,2.0,733.0,633487.0,831.0,61489.0,352451.0,21863.0,145070.0,305.0,166943.0,32447.0,9.0,158662.0,158662.0
1674,Merced,2022-01-15,-20.0,-17.0,-3.0,-28.0,-9.0,7.0,53784.0,0.0,733.0,634021.0,207.0,61696.0,353001.0,21930.0,145149.0,146.0,167089.0,32736.0,9.0,158662.0,158662.0
1675,Merced,2022-01-16,-14.0,-14.0,2.0,-23.0,-9.0,5.0,53964.0,4.0,737.0,634557.0,191.0,61887.0,353331.0,21948.0,145205.0,74.0,167163.0,32909.0,9.0,158662.0,158662.0
1676,Merced,2022-01-17,-12.0,-17.0,-11.0,-22.0,-42.0,12.0,54604.0,0.0,737.0,636607.0,745.0,62632.0,354136.0,21985.0,145355.0,187.0,167350.0,33335.0,10.0,158662.0,158662.0
1677,Merced,2022-01-18,-13.0,-11.0,3.0,-21.0,-17.0,6.0,55347.0,2.0,739.0,639635.0,896.0,63528.0,355004.0,22056.0,145528.0,244.0,167594.0,33747.0,10.0,158662.0,158662.0
1678,Merced,2022-01-19,-13.0,-10.0,1.0,-25.0,-18.0,7.0,56033.0,2.0,741.0,641715.0,809.0,64337.0,356014.0,22038.0,145792.0,246.0,167840.0,34178.0,10.0,158662.0,158662.0
1679,Merced,2022-01-20,-14.0,-10.0,4.0,-23.0,-15.0,7.0,56627.0,0.0,741.0,643839.0,718.0,65055.0,356892.0,22081.0,145959.0,210.0,168050.0,34628.0,10.0,158662.0,158662.0
1680,Merced,2022-01-21,-15.0,-14.0,-9.0,-27.0,-15.0,7.0,57103.0,2.0,743.0,645873.0,625.0,65680.0,357819.0,22200.0,146090.0,250.0,168300.0,35119.0,10.0,158662.0,158662.0
1681,Merced,2022-01-22,-19.0,-15.0,18.0,-23.0,-5.0,6.0,57273.0,2.0,745.0,646439.0,189.0,65869.0,358366.0,22240.0,146173.0,123.0,168423.0,35410.0,10.0,158662.0,158662.0
1682,Merced,2022-01-23,-12.0,-15.0,18.0,-22.0,-6.0,5.0,57443.0,1.0,746.0,646950.0,185.0,66054.0,358650.0,22253.0,146228.0,68.0,168491.0,35560.0,12.0,158662.0,158662.0
1683,Merced,2022-01-24,-13.0,-15.0,-1.0,-25.0,-13.0,6.0,58052.0,0.0,746.0,649515.0,736.0,66790.0,359508.0,22285.0,146412.0,216.0,168707.0,35966.0,12.0,158662.0,158662.0
1684,Merced,2022-01-25,-13.0,-13.0,11.0,-26.0,-14.0,6.0,58586.0,1.0,747.0,651856.0,671.0,67461.0,360354.0,22287.0,146595.0,185.0,168892.0,36393.0,12.0,158662.0,158662.0
1685,Merced,2022-01-26,-10.0,-8.0,6.0,-22.0,-16.0,6.0,59008.0,1.0,748.0,653611.0,546.0,68007.0,361179.0,22335.0,146789.0,242.0,169134.0,36730.0,12.0,158662.0,158662.0
1686,Merced,2022-01-27,-12.0,-13.0,8.0,-21.0,-12.0,6.0,59413.0,3.0,751.0,655391.0,501.0,68508.0,362053.0,22329.0,146962.0,167.0,169301.0,37222.0,12.0,158662.0,158662.0
1687,Merced,2022-01-28,-13.0,-12.0,7.0,-24.0,-13.0,6.0,59697.0,3.0,754.0,657024.0,417.0,68925.0,363042.0,22339.0,147165.0,213.0,169514.0,37699.0,12.0,158662.0,158662.0
1688,Merced,2022-01-29,-12.0,-11.0,33.0,-20.0,-5.0,4.0,59801.0,2.0,756.0,657420.0,120.0,69045.0,363658.0,22368.0,147289.0,153.0,169667.0,38006.0,12.0,158662.0,158662.0
1689,Merced,2022-01-30,-12.0,-10.0,25.0,-15.0,-5.0,4.0,59911.0,1.0,757.0,657820.0,111.0,69156.0,363891.0,22362.0,147333.0,38.0,169705.0,38142.0,12.0,158662.0,158662.0
1690,Merced,2022-01-31,-10.0,-13.0,-2.0,-20.0,-12.0,5.0,60295.0,1.0,758.0,659985.0,542.0,69698.0,364629.0,22377.0,147497.0,179.0,169884.0,38498.0,12.0,158662.0,158662.0
1691,Merced,2022-02-01,-6.0,-9.0,3.0,-20.0,-12.0,5.0,60596.0,1.0,759.0,661673.0,385.0,70083.0,365309.0,22308.0,147706.0,140.0,170024.0,38788.0,13.0,158662.0,158662.0
1692,Merced,2022-02-02,-4.0,-4.0,2.0,-23.0,-13.0,5.0,60794.0,3.0,762.0,662942.0,319.0,70402.0,365967.0,22315.0,147877.0,178.0,170202.0,39069.0,13.0,158662.0,158662.0
1693,Merced,2022-02-03,-4.0,-7.0,11.0,-20.0,-9.0,4.0,60990.0,0.0,762.0,664311.0,314.0,70716.0,366704.0,22271.0,148083.0,162.0,170364.0,39396.0,13.0,158662.0,158662.0
1694,Merced,2022-02-04,-7.0,-7.0,6.0,-27.0,-10.0,5.0,61151.0,2.0,764.0,665501.0,262.0,70978.0,367521.0,22229.0,148308.0,183.0,170547.0,39759.0,13.0,158662.0,158662.0
1695,Merced,2022-02-05,-7.0,-8.0,32.0,-24.0,-3.0,3.0,61234.0,3.0,767.0,665850.0,79.0,71057.0,367895.0,22230.0,148394.0,87.0,170634.0,39940.0,13.0,158662.0,158662.0
1696,Merced,2022-02-06,-3.0,-8.0,37.0,-14.0,-2.0,3.0,61328.0,0.0,767.0,666202.0,89.0,71146.0,368103.0,22181.0,148472.0,29.0,170663.0,40030.0,13.0,158662.0,158662.0
1697,Merced,2022-02-07,-7.0,-8.0,8.0,-24.0,-10.0,4.0,61565.0,4.0,771.0,668055.0,346.0,71492.0,368735.0,22118.0,148678.0,143.0,170806.0,40273.0,13.0,158662.0,158662.0
1698,Merced,2022-02-08,-8.0,-8.0,17.0,-23.0,-11.0,4.0,61696.0,2.0,773.0,669534.0,228.0,71720.0,369487.0,22080.0,148869.0,153.0,170959.0,40648.0,13.0,158662.0,158662.0
1699,Merced,2022-02-09,-5.0,-3.0,14.0,-22.0,-13.0,4.0,61815.0,4.0,777.0,670667.0,210.0,71930.0,370243.0,22024.0,149077.0,152.0,171111.0,41012.0,13.0,158662.0,158662.0
1700,Merced,2022-02-10,-5.0,-5.0,27.0,-21.0,-10.0,3.0,61947.0,1.0,778.0,671842.0,192.0,72122.0,370726.0,21981.0,149220.0,100.0,171211.0,41237.0,13.0,158662.0,158662.0
1701,Merced,2022-02-11,-8.0,-5.0,16.0,-22.0,-11.0,4.0,62073.0,0.0,778.0,672828.0,182.0,72304.0,371347.0,21879.0,149428.0,106.0,171317.0,41514.0,14.0,158662.0,158662.0
1702,Merced,2022-02-12,-6.0,-1.0,45.0,-18.0,-3.0,2.0,62122.0,0.0,778.0,673137.0,63.0,72367.0,371704.0,21875.0,149518.0,86.0,171403.0,41681.0,14.0,158662.0,158662.0
1703,Merced,2022-02-13,-6.0,4.0,27.0,-17.0,-5.0,2.0,62175.0,1.0,779.0,673452.0,61.0,72428.0,371879.0,21823.0,149593.0,23.0,171426.0,41743.0,14.0,158662.0,158662.0
1704,Merced,2022-02-14,1.0,1.0,14.0,-18.0,-14.0,3.0,62318.0,5.0,784.0,674891.0,234.0,72662.0,372367.0,21759.0,149774.0,117.0,171543.0,41911.0,14.0,158662.0,158662.0
1705,Merced,2022-02-15,-11.0,-12.0,11.0,-22.0,-11.0,4.0,62409.0,1.0,785.0,676135.0,148.0,72810.0,372870.0,21691.0,149939.0,97.0,171640.0,42118.0,14.0,158662.0,158662.0
1706,Merced,2022-02-16,-6.0,-7.0,16.0,-19.0,-12.0,4.0,62490.0,2.0,787.0,677060.0,126.0,72936.0,373407.0,21602.0,150129.0,101.0,171741.0,42329.0,14.0,158662.0,158662.0
