,date,area,area_type,population,cases,cumulative_cases,deaths,cumulative_deaths,total_tests,cumulative_total_tests,positive_tests,cumulative_positive_tests
564,2021-08-18,Alameda,County,1685886.0,398.0,106059.0,1.0,1337.0,18726.0,3370183,636.0,126207
565,2021-08-19,Alameda,County,1685886.0,406.0,106465.0,2.0,1339.0,17026.0,3387209,594.0,126801
566,2021-08-20,Alameda,County,1685886.0,446.0,106911.0,4.0,1343.0,15711.0,3402920,668.0,127469
567,2021-08-21,Alameda,County,1685886.0,236.0,107147.0,3.0,1346.0,8996.0,3411916,395.0,127864
568,2021-08-22,Alameda,County,1685886.0,201.0,107348.0,4.0,1350.0,5562.0,3417478,193.0,128057
569,2021-08-23,Alameda,County,1685886.0,443.0,107791.0,3.0,1353.0,19761.0,3437239,604.0,128661
570,2021-08-24,Alameda,County,1685886.0,408.0,108199.0,1.0,1354.0,18155.0,3455394,572.0,129233
571,2021-08-25,Alameda,County,1685886.0,309.0,108508.0,4.0,1358.0,19415.0,3474809,536.0,129769
572,2021-08-26,Alameda,County,1685886.0,316.0,108824.0,2.0,1360.0,17598.0,3492407,546.0,130315
573,2021-08-27,Alameda,County,1685886.0,268.0,109092.0,0.0,1360.0,15362.0,3507769,475.0,130790
574,2021-08-28,Alameda,County,1685886.0,210.0,109302.0,3.0,1363.0,7216.0,3514985,230.0,131020
575,2021-08-29,Alameda,County,1685886.0,163.0,109465.0,2.0,1365.0,5003.0,3519988,150.0,131170
576,2021-08-30,Alameda,County,1685886.0,332.0,109797.0,3.0,1368.0,17886.0,3537874,478.0,131648
577,2021-08-31,Alameda,County,1685886.0,317.0,110114.0,4.0,1372.0,17695.0,3555569,486.0,132134
578,2021-09-01,Alameda,County,1685886.0,294.0,110408.0,5.0,1377.0,17244.0,3572813,356.0,132490
579,2021-09-02,Alameda,County,1685886.0,268.0,110676.0,4.0,1381.0,16148.0,3588961,395.0,132885
580,2021-09-03,Alameda,County,1685886.0,258.0,110934.0,2.0,1383.0,13243.0,3602204,368.0,133253
581,2021-09-04,Alameda,County,1685886.0,160.0,111094.0,4.0,1387.0,6637.0,3608841,198.0,133451
582,2021-09-05,Alameda,County,1685886.0,123.0,111217.0,3.0,1390.0,4246.0,3613087,117.0,133568
583,2021-09-06,Alameda,County,1685886.0,193.0,111410.0,3.0,1393.0,5154.0,3618241,179.0,133747
584,2021-09-07,Alameda,County,1685886.0,313.0,111723.0,0.0,1393.0,20443.0,3638684,435.0,134182
585,2021-09-08,Alameda,County,1685886.0,300.0,112023.0,4.0,1397.0,18792.0,3657476,411.0,134593
586,2021-09-09,Alameda,County,1685886.0,245.0,112268.0,0.0,1397.0,16483.0,3673959,407.0,135000
587,2021-09-10,Alameda,County,1685886.0,219.0,112487.0,2.0,1399.0,14327.0,3688286,304.0,135304
588,2021-09-11,Alameda,County,1685886.0,191.0,112678.0,2.0,1401.0,6817.0,3695103,184.0,135488
589,2021-09-12,Alameda,County,1685886.0,124.0,112802.0,4.0,1405.0,4387.0,3699490,124.0,135612
590,2021-09-13,Alameda,County,1685886.0,262.0,113064.0,2.0,1407.0,18605.0,3718095,392.0,136004
591,2021-09-14,Alameda,County,1685886.0,214.0,113278.0,3.0,1410.0,18057.0,3736152,349.0,136353
592,2021-09-15,Alameda,County,1685886.0,207.0,113485.0,3.0,1413.0,16700.0,3752852,284.0,136637
593,2021-09-16,Alameda,County,1685886.0,167.0,113652.0,3.0,1416.0,15169.0,3768021,271.0,136908
594,2021-09-17,Alameda,County,1685886.0,177.0,113829.0,1.0,1417.0,13621.0,3781642,294.0,137202
595,2021-09-18,Alameda,County,1685886.0,126.0,113955.0,1.0,1418.0,6057.0,3787699,140.0,137342
596,2021-09-19,Alameda,County,1685886.0,100.0,114055.0,2.0,1420.0,4387.0,3792086,83.0,137425
597,2021-09-20,Alameda,County,1685886.0,213.0,114268.0,1.0,1421.0,18055.0,3810141,319.0,137744
598,2021-09-21,Alameda,County,1685886.0,181.0,114449.0,2.0,1423.0,17728.0,3827869,265.0,138009
599,2021-09-22,Alameda,County,1685886.0,153.0,114602.0,4.0,1427.0,16845.0,3844714,225.0,138234
600,2021-09-23,Alameda,County,1685886.0,155.0,114757.0,6.0,1433.0,14578.0,3859292,232.0,138466
601,2021-09-24,Alameda,County,1685886.0,157.0,114914.0,2.0,1435.0,13375.0,3872667,242.0,138708
602,2021-09-25,Alameda,County,1685886.0,105.0,115019.0,5.0,1440.0,5461.0,3878128,120.0,138828
603,2021-09-26,Alameda,County,1685886.0,79.0,115098.0,2.0,1442.0,3964.0,3882092,76.0,138904
604,2021-09-27,Alameda,County,1685886.0,194.0,115292.0,3.0,1445.0,17729.0,3899821,254.0,139158
605,2021-09-28,Alameda,County,1685886.0,194.0,115486.0,1.0,1446.0,16784.0,3916605,226.0,139384
606,2021-09-29,Alameda,County,1685886.0,159.0,115645.0,2.0,1448.0,15406.0,3932011,238.0,139622
607,2021-09-30,Alameda,County,1685886.0,146.0,115791.0,1.0,1449.0,14382.0,3946393,212.0,139834
608,2021-10-01,Alameda,County,1685886.0,145.0,115936.0,1.0,1450.0,11833.0,3958226,219.0,140053
609,2021-10-02,Alameda,County,1685886.0,77.0,116013.0,4.0,1454.0,4744.0,3962970,77.0,140130
610,2021-10-03,Alameda,County,1685886.0,108.0,116121.0,1.0,1455.0,3945.0,3966915,86.0,140216
611,2021-10-04,Alameda,County,1685886.0,143.0,116264.0,2.0,1457.0,17373.0,3984288,214.0,140430
612,2021-10-05,Alameda,County,1685886.0,161.0,116425.0,2.0,1459.0,17247.0,4001535,222.0,140652
613,2021-10-06,Alameda,County,1685886.0,145.0,116570.0,0.0,1459.0,14932.0,4016467,214.0,140866
614,2021-10-07,Alameda,County,1685886.0,137.0,116707.0,2.0,1461.0,13719.0,4030186,197.0,141063
615,2021-10-08,Alameda,County,1685886.0,120.0,116827.0,2.0,1463.0,11913.0,4042099,183.0,141246
616,2021-10-09,Alameda,County,1685886.0,82.0,116909.0,0.0,1463.0,4568.0,4046667,82.0,141328
617,2021-10-10,Alameda,County,1685886.0,98.0,117007.0,2.0,1465.0,3884.0,4050551,78.0,141406
618,2021-10-11,Alameda,County,1685886.0,119.0,117126.0,3.0,1468.0,14188.0,4064739,177.0,141583
619,2021-10-12,Alameda,County,1685886.0,143.0,117269.0,1.0,1469.0,17705.0,4082444,183.0,141766
620,2021-10-13,Alameda,County,1685886.0,103.0,117372.0,0.0,1469.0,15374.0,4097818,192.0,141958
621,2021-10-14,Alameda,County,1685886.0,106.0,117478.0,2.0,1471.0,14135.0,4111953,184.0,142142
622,2021-10-15,Alameda,County,1685886.0,108.0,117586.0,0.0,1471.0,11752.0,4123705,161.0,142303
623,2021-10-16,Alameda,County,1685886.0,72.0,117658.0,0.0,1471.0,4637.0,4128342,77.0,142380
624,2021-10-17,Alameda,County,1685886.0,89.0,117747.0,0.0,1471.0,3658.0,4132000,67.0,142447
625,2021-10-18,Alameda,County,1685886.0,152.0,117899.0,1.0,1472.0,16639.0,4148639,203.0,142650
626,2021-10-19,Alameda,County,1685886.0,137.0,118036.0,0.0,1472.0,16285.0,4164924,182.0,142832
627,2021-10-20,Alameda,County,1685886.0,123.0,118159.0,2.0,1474.0,14275.0,4179199,163.0,142995
628,2021-10-21,Alameda,County,1685886.0,121.0,118280.0,2.0,1476.0,12731.0,4191930,194.0,143189
629,2021-10-22,Alameda,County,1685886.0,115.0,118395.0,1.0,1477.0,11958.0,4203888,148.0,143337
630,2021-10-23,Alameda,County,1685886.0,82.0,118477.0,4.0,1481.0,4464.0,4208352,100.0,143437
631,2021-10-24,Alameda,County,1685886.0,88.0,118565.0,0.0,1481.0,2661.0,4211013,61.0,143498
632,2021-10-25,Alameda,County,1685886.0,132.0,118697.0,2.0,1483.0,15494.0,4226507,175.0,143673
633,2021-10-26,Alameda,County,1685886.0,143.0,118840.0,3.0,1486.0,16323.0,4242830,182.0,143855
634,2021-10-27,Alameda,County,1685886.0,140.0,118980.0,1.0,1487.0,13720.0,4256550,186.0,144041
635,2021-10-28,Alameda,County,1685886.0,122.0,119102.0,1.0,1488.0,13109.0,4269659,205.0,144246
636,2021-10-29,Alameda,County,1685886.0,123.0,119225.0,2.0,1490.0,11970.0,4281629,179.0,144425
637,2021-10-30,Alameda,County,1685886.0,81.0,119306.0,1.0,1491.0,4344.0,4285973,88.0,144513
638,2021-10-31,Alameda,County,1685886.0,61.0,119367.0,2.0,1493.0,3227.0,4289200,57.0,144570
639,2021-11-01,Alameda,County,1685886.0,142.0,119509.0,2.0,1495.0,15172.0,4304372,190.0,144760
640,2021-11-02,Alameda,County,1685886.0,138.0,119647.0,3.0,1498.0,15950.0,4320322,172.0,144932
641,2021-11-03,Alameda,County,1685886.0,145.0,119792.0,0.0,1498.0,15154.0,4335476,178.0,145110
642,2021-11-04,Alameda,County,1685886.0,141.0,119933.0,0.0,1498.0,14056.0,4349532,180.0,145290
643,2021-11-05,Alameda,County,1685886.0,116.0,120049.0,3.0,1501.0,11678.0,4361210,149.0,145439
644,2021-11-06,Alameda,County,1685886.0,84.0,120133.0,0.0,1501.0,4552.0,4365762,113.0,145552
645,2021-11-07,Alameda,County,1685886.0,64.0,120197.0,1.0,1502.0,3565.0,4369327,66.0,145618
646,2021-11-08,Alameda,County,1685886.0,159.0,120356.0,0.0,1502.0,17591.0,4386918,201.0,145819
647,2021-11-09,Alameda,County,1685886.0,144.0,120500.0,2.0,1504.0,15856.0,4402774,181.0,146000
648,2021-11-10,Alameda,County,1685886.0,136.0,120636.0,1.0,1505.0,15052.0,4417826,180.0,146180
649,2021-11-11,Alameda,County,1685886.0,110.0,120746.0,0.0,1505.0,7654.0,4425480,126.0,146306
650,2021-11-12,Alameda,County,1685886.0,114.0,120860.0,1.0,1506.0,12334.0,4437814,182.0,146488
651,2021-11-13,Alameda,County,1685886.0,88.0,120948.0,1.0,1507.0,4593.0,4442407,97.0,146585
652,2021-11-14,Alameda,County,1685886.0,69.0,121017.0,0.0,1507.0,3226.0,4445633,65.0,146650
653,2021-11-15,Alameda,County,1685886.0,174.0,121191.0,0.0,1507.0,16521.0,4462154,206.0,146856
654,2021-11-16,Alameda,County,1685886.0,158.0,121349.0,2.0,1509.0,16081.0,4478235,186.0,147042
655,2021-11-17,Alameda,County,1685886.0,107.0,121456.0,2.0,1511.0,14401.0,4492636,193.0,147235
656,2021-11-18,Alameda,County,1685886.0,122.0,121578.0,0.0,1511.0,12619.0,4505255,166.0,147401
657,2021-11-19,Alameda,County,1685886.0,125.0,121703.0,0.0,1511.0,12156.0,4517411,179.0,147580
658,2021-11-20,Alameda,County,1685886.0,75.0,121778.0,0.0,1511.0,5100.0,4522511,114.0,147694
659,2021-11-21,Alameda,County,1685886.0,94.0,121872.0,2.0,1513.0,4084.0,4526595,76.0,147770
660,2021-11-22,Alameda,County,1685886.0,133.0,122005.0,0.0,1513.0,13142.0,4539737,197.0,147967
661,2021-11-23,Alameda,County,1685886.0,115.0,122120.0,0.0,1513.0,11774.0,4551511,165.0,148132
662,2021-11-24,Alameda,County,1685886.0,119.0,122239.0,0.0,1513.0,7710.0,4559221,153.0,148285
663,2021-11-25,Alameda,County,1685886.0,63.0,122302.0,0.0,1513.0,1368.0,4560589,25.0,148310
664,2021-11-26,Alameda,County,1685886.0,109.0,122411.0,2.0,1515.0,4962.0,4565551,109.0,148419
665,2021-11-27,Alameda,County,1685886.0,108.0,122519.0,1.0,1516.0,5723.0,4571274,104.0,148523
666,2021-11-28,Alameda,County,1685886.0,98.0,122617.0,1.0,1517.0,4230.0,4575504,85.0,148608
667,2021-11-29,Alameda,County,1685886.0,219.0,122836.0,2.0,1519.0,18956.0,4594460,275.0,148883
668,2021-11-30,Alameda,County,1685886.0,161.0,122997.0,0.0,1519.0,18964.0,4613424,211.0,149094
669,2021-12-01,Alameda,County,1685886.0,172.0,123169.0,0.0,1519.0,14840.0,4628264,192.0,149286
670,2021-12-02,Alameda,County,1685886.0,151.0,123320.0,2.0,1521.0,13896.0,4642160,222.0,149508
671,2021-12-03,Alameda,County,1685886.0,158.0,123478.0,0.0,1521.0,13550.0,4655710,222.0,149730
672,2021-12-04,Alameda,County,1685886.0,94.0,123572.0,1.0,1522.0,5234.0,4660944,102.0,149832
673,2021-12-05,Alameda,County,1685886.0,114.0,123686.0,1.0,1523.0,4426.0,4665370,94.0,149926
674,2021-12-06,Alameda,County,1685886.0,185.0,123871.0,0.0,1523.0,17296.0,4682666,224.0,150150
675,2021-12-07,Alameda,County,1685886.0,166.0,124037.0,1.0,1524.0,17302.0,4699968,220.0,150370
676,2021-12-08,Alameda,County,1685886.0,175.0,124212.0,2.0,1526.0,15132.0,4715100,223.0,150593
677,2021-12-09,Alameda,County,1685886.0,151.0,124363.0,0.0,1526.0,13701.0,4728801,192.0,150785
678,2021-12-10,Alameda,County,1685886.0,144.0,124507.0,1.0,1527.0,12847.0,4741648,200.0,150985
679,2021-12-11,Alameda,County,1685886.0,124.0,124631.0,1.0,1528.0,5377.0,4747025,107.0,151092
680,2021-12-12,Alameda,County,1685886.0,139.0,124770.0,2.0,1530.0,4324.0,4751349,82.0,151174
681,2021-12-13,Alameda,County,1685886.0,282.0,125052.0,1.0,1531.0,15989.0,4767338,227.0,151401
682,2021-12-14,Alameda,County,1685886.0,291.0,125343.0,0.0,1531.0,17192.0,4784530,329.0,151730
683,2021-12-15,Alameda,County,1685886.0,333.0,125676.0,1.0,1532.0,15279.0,4799809,413.0,152143
684,2021-12-16,Alameda,County,1685886.0,329.0,126005.0,2.0,1534.0,14533.0,4814342,421.0,152564
685,2021-12-17,Alameda,County,1685886.0,381.0,126386.0,0.0,1534.0,13869.0,4828211,410.0,152974
686,2021-12-18,Alameda,County,1685886.0,344.0,126730.0,2.0,1536.0,6941.0,4835152,304.0,153278
687,2021-12-19,Alameda,County,1685886.0,410.0,127140.0,2.0,1538.0,5702.0,4840854,248.0,153526
688,2021-12-20,Alameda,County,1685886.0,893.0,128033.0,2.0,1540.0,16275.0,4857129,831.0,154357
689,2021-12-21,Alameda,County,1685886.0,965.0,128998.0,1.0,1541.0,18060.0,4875189,1075.0,155432
690,2021-12-22,Alameda,County,1685886.0,1024.0,130022.0,3.0,1544.0,18466.0,4893655,1271.0,156703
691,2021-12-23,Alameda,County,1685886.0,957.0,130979.0,1.0,1545.0,16171.0,4909826,1243.0,157946
692,2021-12-24,Alameda,County,1685886.0,736.0,131715.0,1.0,1546.0,6298.0,4916124,541.0,158487
693,2021-12-25,Alameda,County,1685886.0,622.0,132337.0,2.0,1548.0,2347.0,4918471,283.0,158770
694,2021-12-26,Alameda,County,1685886.0,1088.0,133425.0,2.0,1550.0,7421.0,4925892,968.0,159738
695,2021-12-27,Alameda,County,1685886.0,2123.0,135548.0,2.0,1552.0,18664.0,4944556,2788.0,162526
696,2021-12-28,Alameda,County,1685886.0,2682.0,138230.0,0.0,1552.0,20977.0,4965533,3811.0,166337
697,2021-12-29,Alameda,County,1685886.0,3167.0,141397.0,1.0,1553.0,21033.0,4986566,3731.0,170068
698,2021-12-30,Alameda,County,1685886.0,3242.0,144639.0,0.0,1553.0,22380.0,5008946,3954.0,174022
699,2021-12-31,Alameda,County,1685886.0,1303.0,145942.0,1.0,1554.0,9376.0,5018322,1435.0,175457
700,2022-01-01,Alameda,County,1685886.0,821.0,146763.0,1.0,1555.0,2501.0,5020823,516.0,175973
701,2022-01-02,Alameda,County,1685886.0,1886.0,148649.0,2.0,1557.0,10633.0,5031456,1761.0,177734
702,2022-01-03,Alameda,County,1685886.0,4569.0,153218.0,0.0,1557.0,30403.0,5061859,5413.0,183147
703,2022-01-04,Alameda,County,1685886.0,6140.0,159358.0,1.0,1558.0,37151.0,5099010,7343.0,190490
704,2022-01-05,Alameda,County,1685886.0,5620.0,164978.0,1.0,1559.0,32862.0,5131872,6702.0,197192
705,2022-01-06,Alameda,County,1685886.0,5107.0,170085.0,4.0,1563.0,33542.0,5165414,6207.0,203399
706,2022-01-07,Alameda,County,1685886.0,5247.0,175332.0,4.0,1567.0,32109.0,5197523,6503.0,209902
707,2022-01-08,Alameda,County,1685886.0,2688.0,178020.0,1.0,1568.0,14058.0,5211581,3275.0,213177
708,2022-01-09,Alameda,County,1685886.0,1899.0,179919.0,2.0,1570.0,11330.0,5222911,2309.0,215486
709,2022-01-10,Alameda,County,1685886.0,4496.0,184415.0,1.0,1571.0,32808.0,5255719,5591.0,221077
710,2022-01-11,Alameda,County,1685886.0,5058.0,189473.0,3.0,1574.0,35435.0,5291154,6486.0,227563
711,2022-01-12,Alameda,County,1685886.0,4435.0,193908.0,2.0,1576.0,31031.0,5322185,5727.0,233290
712,2022-01-13,Alameda,County,1685886.0,4555.0,198463.0,4.0,1580.0,32583.0,5354768,5870.0,239160
713,2022-01-14,Alameda,County,1685886.0,4240.0,202703.0,7.0,1587.0,29605.0,5384373,5671.0,244831
714,2022-01-15,Alameda,County,1685886.0,2029.0,204732.0,3.0,1590.0,13145.0,5397518,2710.0,247541
715,2022-01-16,Alameda,County,1685886.0,1341.0,206073.0,9.0,1599.0,9370.0,5406888,1655.0,249196
716,2022-01-17,Alameda,County,1685886.0,3041.0,209114.0,5.0,1604.0,19324.0,5426212,3855.0,253051
717,2022-01-18,Alameda,County,1685886.0,4650.0,213764.0,7.0,1611.0,38265.0,5464477,6102.0,259153
718,2022-01-19,Alameda,County,1685886.0,3336.0,217100.0,3.0,1614.0,27230.0,5491707,4297.0,263450
719,2022-01-20,Alameda,County,1685886.0,3361.0,220461.0,7.0,1621.0,29805.0,5521512,4509.0,267959
720,2022-01-21,Alameda,County,1685886.0,3052.0,223513.0,4.0,1625.0,26832.0,5548344,4179.0,272138
721,2022-01-22,Alameda,County,1685886.0,1576.0,225089.0,7.0,1632.0,10762.0,5559106,2053.0,274191
722,2022-01-23,Alameda,County,1685886.0,1058.0,226147.0,4.0,1636.0,8545.0,5567651,1318.0,275509
723,2022-01-24,Alameda,County,1685886.0,2691.0,228838.0,7.0,1643.0,30344.0,5597995,3614.0,279123
724,2022-01-25,Alameda,County,1685886.0,2464.0,231302.0,5.0,1648.0,27388.0,5625383,3356.0,282479
725,2022-01-26,Alameda,County,1685886.0,1880.0,233182.0,3.0,1651.0,23224.0,5648607,2641.0,285120
726,2022-01-27,Alameda,County,1685886.0,1884.0,235066.0,10.0,1661.0,25674.0,5674281,2657.0,287777
727,2022-01-28,Alameda,County,1685886.0,1586.0,236652.0,8.0,1669.0,19797.0,5694078,2354.0,290131
728,2022-01-29,Alameda,County,1685886.0,945.0,237597.0,9.0,1678.0,8340.0,5702418,1338.0,291469
729,2022-01-30,Alameda,County,1685886.0,671.0,238268.0,11.0,1689.0,6265.0,5708683,807.0,292276
730,2022-01-31,Alameda,County,1685886.0,1553.0,239821.0,4.0,1693.0,26632.0,5735315,2319.0,294595
731,2022-02-01,Alameda,County,1685886.0,1354.0,241175.0,7.0,1700.0,22391.0,5757706,1865.0,296460
732,2022-02-02,Alameda,County,1685886.0,1070.0,242245.0,7.0,1707.0,20293.0,5777999,1612.0,298072
733,2022-02-03,Alameda,County,1685886.0,952.0,243197.0,5.0,1712.0,22810.0,5800809,1570.0,299642
734,2022-02-04,Alameda,County,1685886.0,774.0,243971.0,6.0,1718.0,16810.0,5817619,1239.0,300881
735,2022-02-05,Alameda,County,1685886.0,490.0,244461.0,6.0,1724.0,6364.0,5823983,717.0,301598
736,2022-02-06,Alameda,County,1685886.0,414.0,244875.0,8.0,1732.0,4800.0,5828783,528.0,302126
737,2022-02-07,Alameda,County,1685886.0,908.0,245783.0,5.0,1737.0,22202.0,5850985,1333.0,303459
738,2022-02-08,Alameda,County,1685886.0,718.0,246501.0,9.0,1746.0,20036.0,5871021,1119.0,304578
739,2022-02-09,Alameda,County,1685886.0,628.0,247129.0,9.0,1755.0,17693.0,5888714,983.0,305561
740,2022-02-10,Alameda,County,1685886.0,532.0,247661.0,4.0,1759.0,19282.0,5907996,796.0,306357
741,2022-02-11,Alameda,County,1685886.0,522.0,248183.0,6.0,1765.0,14511.0,5922507,811.0,307168
742,2022-02-12,Alameda,County,1685886.0,284.0,248467.0,8.0,1773.0,4746.0,5927253,415.0,307583
743,2022-02-13,Alameda,County,1685886.0,221.0,248688.0,2.0,1775.0,3985.0,5931238,260.0,307843
744,2022-02-14,Alameda,County,1685886.0,488.0,249176.0,1.0,1776.0,18736.0,5949974,726.0,308569
745,2022-02-15,Alameda,County,1685886.0,429.0,249605.0,4.0,1780.0,19498.0,5969472,624.0,309193
746,2022-02-16,Alameda,County,1685886.0,354.0,249959.0,4.0,1784.0,16507.0,5985979,489.0,309682
747,2022-02-17,Alameda,County,1685886.0,308.0,250267.0,5.0,1789.0,16109.0,6002088,460.0,310142
748,2022-02-18,Alameda,County,1685886.0,264.0,250531.0,6.0,1795.0,11841.0,6013929,435.0,310577
749,2022-02-19,Alameda,County,1685886.0,165.0,250696.0,2.0,1797.0,4084.0,6018013,245.0,310822
750,2022-02-20,Alameda,County,1685886.0,170.0,250866.0,5.0,1802.0,3079.0,6021092,199.0,311021
751,2022-02-21,Alameda,County,1685886.0,229.0,251095.0,2.0,1804.0,6519.0,6027611,282.0,311303
752,2022-02-22,Alameda,County,1685886.0,282.0,251377.0,3.0,1807.0,16695.0,6044306,455.0,311758
753,2022-02-23,Alameda,County,1685886.0,248.0,251625.0,4.0,1811.0,13988.0,6058294,363.0,312121
754,2022-02-24,Alameda,County,1685886.0,224.0,251849.0,3.0,1814.0,14182.0,6072476,317.0,312438
755,2022-02-25,Alameda,County,1685886.0,209.0,252058.0,1.0,1815.0,11010.0,6083486,320.0,312758
756,2022-02-26,Alameda,County,1685886.0,124.0,252182.0,1.0,1816.0,3745.0,6087231,162.0,312920
757,2022-02-27,Alameda,County,1685886.0,113.0,252295.0,0.0,1816.0,3418.0,6090649,118.0,313038
758,2022-02-28,Alameda,County,1685886.0,273.0,252568.0,3.0,1819.0,15730.0,6106379,342.0,313380
759,2022-03-01,Alameda,County,1685886.0,222.0,252790.0,0.0,1819.0,14293.0,6120672,293.0,313673
760,2022-03-02,Alameda,County,1685886.0,169.0,252959.0,2.0,1821.0,13872.0,6134544,239.0,313912
761,2022-03-03,Alameda,County,1685886.0,176.0,253135.0,2.0,1823.0,13258.0,6147802,249.0,314161
762,2022-03-04,Alameda,County,1685886.0,118.0,253253.0,0.0,1823.0,10727.0,6158529,211.0,314372
763,2022-03-05,Alameda,County,1685886.0,95.0,253348.0,1.0,1824.0,2936.0,6161465,95.0,314467
764,2022-03-06,Alameda,County,1685886.0,116.0,253464.0,5.0,1829.0,2795.0,6164260,117.0,314584
765,2022-03-07,Alameda,County,1685886.0,193.0,253657.0,1.0,1830.0,14718.0,6178978,264.0,314848
766,2022-03-08,Alameda,County,1685886.0,209.0,253866.0,1.0,1831.0,13852.0,6192830,249.0,315097
767,2022-03-09,Alameda,County,1685886.0,157.0,254023.0,2.0,1833.0,12773.0,6205603,264.0,315361
768,2022-03-10,Alameda,County,1685886.0,131.0,254154.0,1.0,1834.0,12280.0,6217883,209.0,315570
769,2022-03-11,Alameda,County,1685886.0,124.0,254278.0,2.0,1836.0,9458.0,6227341,197.0,315767
770,2022-03-12,Alameda,County,1685886.0,63.0,254341.0,0.0,1836.0,3188.0,6230529,88.0,315855
771,2022-03-13,Alameda,County,1685886.0,68.0,254409.0,2.0,1838.0,2507.0,6233036,71.0,315926
772,2022-03-14,Alameda,County,1685886.0,130.0,254539.0,0.0,1838.0,14894.0,6247930,198.0,316124
773,2022-03-15,Alameda,County,1685886.0,112.0,254651.0,2.0,1840.0,13249.0,6261179,170.0,316294
774,2022-03-16,Alameda,County,1685886.0,135.0,254786.0,3.0,1843.0,13014.0,6274193,204.0,316498
775,2022-03-17,Alameda,County,1685886.0,99.0,254885.0,0.0,1843.0,11916.0,6286109,154.0,316652
776,2022-03-18,Alameda,County,1685886.0,101.0,254986.0,1.0,1844.0,9247.0,6295356,159.0,316811
777,2022-03-19,Alameda,County,1685886.0,61.0,255047.0,0.0,1844.0,2725.0,6298081,72.0,316883
778,2022-03-20,Alameda,County,1685886.0,77.0,255124.0,0.0,1844.0,2628.0,6300709,86.0,316969
779,2022-03-21,Alameda,County,1685886.0,137.0,255261.0,0.0,1844.0,13049.0,6313758,204.0,317173
780,2022-03-22,Alameda,County,1685886.0,227.0,255488.0,0.0,1844.0,11956.0,6325714,320.0,317493
781,2022-03-23,Alameda,County,1685886.0,123.0,255611.0,1.0,1845.0,10592.0,6336306,172.0,317665
782,2022-03-24,Alameda,County,1685886.0,133.0,255744.0,0.0,1845.0,10160.0,6346466,163.0,317828
783,2022-03-25,Alameda,County,1685886.0,114.0,255858.0,1.0,1846.0,8385.0,6354851,145.0,317973
784,2022-03-26,Alameda,County,1685886.0,63.0,255921.0,1.0,1847.0,2789.0,6357640,77.0,318050
785,2022-03-27,Alameda,County,1685886.0,80.0,256001.0,0.0,1847.0,2635.0,6360275,80.0,318130
786,2022-03-28,Alameda,County,1685886.0,186.0,256187.0,1.0,1848.0,12749.0,6373024,252.0,318382
787,2022-03-29,Alameda,County,1685886.0,154.0,256341.0,0.0,1848.0,11329.0,6384353,173.0,318555
788,2022-03-30,Alameda,County,1685886.0,125.0,256466.0,2.0,1850.0,11045.0,6395398,192.0,318747
789,2022-03-31,Alameda,County,1685886.0,131.0,256597.0,0.0,1850.0,9456.0,6404854,200.0,318947
790,2022-04-01,Alameda,County,1685886.0,174.0,256771.0,1.0,1851.0,8514.0,6413368,195.0,319142
791,2022-04-02,Alameda,County,1685886.0,115.0,256886.0,0.0,1851.0,2949.0,6416317,102.0,319244
792,2022-04-03,Alameda,County,1685886.0,103.0,256989.0,0.0,1851.0,2288.0,6418605,108.0,319352
793,2022-04-04,Alameda,County,1685886.0,255.0,257244.0,0.0,1851.0,10644.0,6429249,279.0,319631
794,2022-04-05,Alameda,County,1685886.0,230.0,257474.0,0.0,1851.0,9020.0,6438269,244.0,319875
795,2022-04-06,Alameda,County,1685886.0,212.0,257686.0,1.0,1852.0,8283.0,6446552,255.0,320130
796,2022-04-07,Alameda,County,1685886.0,186.0,257872.0,3.0,1855.0,7899.0,6454451,231.0,320361
797,2022-04-08,Alameda,County,1685886.0,196.0,258068.0,0.0,1855.0,8071.0,6462522,234.0,320595
798,2022-04-09,Alameda,County,1685886.0,161.0,258229.0,0.0,1855.0,2920.0,6465442,195.0,320790
799,2022-04-10,Alameda,County,1685886.0,173.0,258402.0,0.0,1855.0,2454.0,6467896,143.0,320933
800,2022-04-11,Alameda,County,1685886.0,335.0,258737.0,1.0,1856.0,11194.0,6479090,405.0,321338
801,2022-04-12,Alameda,County,1685886.0,292.0,259029.0,0.0,1856.0,11081.0,6490171,313.0,321651
802,2022-04-13,Alameda,County,1685886.0,244.0,259273.0,0.0,1856.0,9445.0,6499616,301.0,321952
803,2022-04-14,Alameda,County,1685886.0,253.0,259526.0,1.0,1857.0,9883.0,6509499,298.0,322250
804,2022-04-15,Alameda,County,1685886.0,263.0,259789.0,0.0,1857.0,7618.0,6517117,352.0,322602
805,2022-04-16,Alameda,County,1685886.0,181.0,259970.0,0.0,1857.0,3085.0,6520202,181.0,322783
806,2022-04-17,Alameda,County,1685886.0,154.0,260124.0,1.0,1858.0,1870.0,6522072,110.0,322893
807,2022-04-18,Alameda,County,1685886.0,395.0,260519.0,2.0,1860.0,11196.0,6533268,442.0,323335
808,2022-04-19,Alameda,County,1685886.0,388.0,260907.0,0.0,1860.0,10016.0,6543284,462.0,323797
809,2022-04-20,Alameda,County,1685886.0,362.0,261269.0,0.0,1860.0,10535.0,6553819,435.0,324232
810,2022-04-21,Alameda,County,1685886.0,366.0,261635.0,0.0,1860.0,9764.0,6563583,396.0,324628
